chunk_id;halaman;entity_text;entity_label;start_char;end_char;confidence
000202-002;365-367;Ibnu Hisyam;PERSON;1084;1095;0.99
000203-001;367;tanggal 7 Syawwal;TIME;31;48;0.99
000203-001;367;Rasulullah;PERSON;54;64;0.99
000203-001;367;Madinah;LOCATION;73;80;0.99
000203-001;367;Ali bin Abu Thalib;PERSON;302;320;0.99
000203-001;367;Rasulullah;PERSON;503;513;0.99
000203-001;367;Sahl bin Hunaif;PERSON;593;608;0.99
000203-001;367;Abu Dujanah;PERSON;613;624;0.99
000204-001;367;Ibnu Ishaq;PERSON;369;379;0.99
000205-001;367-368;Madinah;LOCATION;29;36;0.99
000205-001;367-368;Perang Uhud;EVENT;68;79;0.99
000205-001;367-368;Ibnu Hisyam;PERSON;326;337;0.99
000205-001;367-368;Ibnu Hisyam;PERSON;402;413;0.99
000205-001;367-368;Madinah;LOCATION;446;453;0.99
000205-001;367-368;Rasulullah;PERSON;493;503;0.99
000206-001;368-373;Rasulullah;PERSON;0;10;0.99
000206-001;368-373;Madinah;LOCATION;305;312;0.99
000206-001;368-373;Perang Uhud;EVENT;598;609;0.99
000206-001;368-373;hari Ahad;TIME;620;629;0.99
000206-001;368-373;tanggal 8 Syawwal;TIME;630;647;0.99
000206-001;368-373;Perang Uhud;EVENT;759;770;0.99
000206-001;368-373;Abdullah bin Ubay;PERSON;816;833;0.99
000206-001;368-373;Perang Uhud;EVENT;985;996;0.99
000206-001;368-373;Jabir bin Abdullah;PERSON;1049;1067;0.99
000206-001;368-373;Rasulullah;PERSON;1109;1119;0.99
000206-001;368-373;Rasulullah;PERSON;1379;1389;0.99
000206-001;368-373;Madinah;LOCATION;1429;1436;0.99
000206-001;368-373;Madinah;LOCATION;1485;1492;0.99
000206-002;368-373;Rasulullah;PERSON;0;10;0.99
000206-002;368-373;Madinah;LOCATION;50;57;0.99
000206-002;368-373;Madinah;LOCATION;106;113;0.99
000206-002;368-373;Ma'bad bin Abu Ma'bad;PERSON;163;184;0.99
000206-002;368-373;Rasulullah;PERSON;207;217;0.99
000206-002;368-373;Muhammad;PERSON;477;485;0.99
000206-002;368-373;Abu Sufyan;PERSON;686;696;0.99
000206-002;368-373;Madinah;LOCATION;826;833;0.99
000206-002;368-373;Madinah;LOCATION;916;923;0.99
000206-003;368-373;Shafwan bin Umayyah;PERSON;192;211;0.99
000206-003;368-373;Madinah;LOCATION;697;704;0.99
000206-003;368-373;Ma'bad bin Ma'bad;PERSON;750;767;0.99
000206-003;368-373;Abu Sufyan;PERSON;807;817;0.99
000206-003;368-373;Abu Sufyan;PERSON;907;917;0.99
000206-003;368-373;Muhammad;PERSON;936;944;0.99
000206-003;368-373;Abu Sufyan;PERSON;1322;1332;0.99
000206-004;368-373;Abu Sufyan;PERSON;33;43;0.99
000206-004;368-373;Abu Sufyan;PERSON;276;286;0.99
000206-004;368-373;Makkah;LOCATION;505;511;0.99
000206-004;368-373;Abu Sufyan;PERSON;571;581;0.99
000206-004;368-373;Makkah;LOCATION;745;751;0.99
000206-004;368-373;Abu Sufyan;PERSON;753;763;0.99
000206-004;368-373;Madinah;LOCATION;824;831;0.99
000206-004;368-373;Muhammad;PERSON;881;889;0.99
000206-004;368-373;Abu Sufyan;PERSON;898;908;0.99
000206-004;368-373;Makkah;LOCATION;956;962;0.99
000206-004;368-373;Abu Sufyan;PERSON;1054;1064;0.99
000206-004;368-373;Muhammad;PERSON;1097;1105;0.99
000206-004;368-373;Rasulullah;PERSON;1229;1239;0.99
000206-004;368-373;Abu Sufyan;PERSON;1333;1343;0.99
000206-005;368-373;Abu Sufyan;PERSON;0;10;0.99
000206-005;368-373;Muhammad;PERSON;43;51;0.99
000206-005;368-373;Rasulullah;PERSON;175;185;0.99
000206-005;368-373;Abu Sufyan;PERSON;279;289;0.99
000206-005;368-373;Ali;PERSON;773;776;0.99
000206-005;368-373;Rasulullah;PERSON;777;787;0.99
000206-005;368-373;Madinah;LOCATION;860;867;0.99
000206-005;368-373;Madinah;LOCATION;888;895;0.99
000206-005;368-373;Abu Azzah;PERSON;920;929;0.99
000206-005;368-373;Perang Badr;EVENT;956;967;0.99
000206-005;368-373;Rasulullah;PERSON;1001;1011;0.99
000206-005;368-373;Abu Azzah;PERSON;1164;1173;0.99
000206-005;368-373;Perang Uhud;EVENT;1368;1379;0.99
000206-005;368-373;Muhammad;PERSON;1421;1429;0.99
000206-006;368-373;Muhammad;PERSON;40;48;0.99
000206-006;368-373;Makkah;LOCATION;252;258;0.99
000206-006;368-373;Muhammad;PERSON;329;337;0.99
000206-006;368-373;Az-Zubair;PERSON;451;460;0.99
000206-006;368-373;Ashim bin Tsabit;PERSON;466;482;0.99
000206-006;368-373;Mu'awiyah bin Al-Mughirah bin Abul Ash;PERSON;591;629;0.99
000206-006;368-373;Abdul Malik bin Marwan;PERSON;637;659;0.99
000206-006;368-373;Utsman bin Affan;PERSON;748;764;0.99
000206-006;368-373;Perang Uhud;EVENT;809;820;0.99
000206-006;368-373;Utsman;PERSON;827;833;0.99
000206-006;368-373;Rasulullah;PERSON;879;889;0.99
000206-006;368-373;Madinah;LOCATION;1034;1041;0.99
000206-006;368-373;Madinah;LOCATION;1202;1209;0.99
000206-006;368-373;Rasulullah;PERSON;1244;1254;0.99
000206-006;368-373;Zaid bin Haritsah;PERSON;1269;1286;0.99
000206-006;368-373;Ammar bin Yasir;PERSON;1291;1306;0.99
000206-007;368-373;Perang Hamra'ul Asad;EVENT;68;88;0.99
000206-007;368-373;Perang Uhud;EVENT;171;182;0.99
000206-007;368-373;Perang Uhud;EVENT;209;220;0.99
000206-007;368-373;Perang Uhud;EVENT;674;685;0.99
000206-007;368-373;Ibnu Hisyam;PERSON;744;755;0.99
000206-008;368-373;Madinah;LOCATION;294;301;0.99
000206-008;368-373;Abu Sufyan;PERSON;815;825;0.99
000206-008;368-373;Makkah;LOCATION;893;899;0.99
000206-008;368-373;Abu Sufyan;PERSON;1139;1149;0.99
000206-008;368-373;Rasulullah;PERSON;1173;1183;0.99
000206-008;368-373;Perang Uhud;EVENT;1252;1263;0.99
000207-001;373-374;Ali;PERSON;990;993;0.99
000207-001;373-374;Ali-Imran;PERSON;1238;1247;0.99
000207-002;373-374;Ali-Imran;PERSON;3;12;0.99
000207-002;373-374;Ali;PERSON;584;587;0.99
000208-001;374-375;Ibnul Qayyim;PERSON;0;12;0.99
000208-001;374-375;Ibnu Hajar;PERSON;79;89;0.99
000208-001;374-375;Perang Uhud;EVENT;138;149;0.99
000208-001;374-375;Rasulullah;PERSON;462;472;0.99
000208-002;374-375;Uhud;LOCATION;1081;1085;0.99
000208-002;374-375;Jabal Ar-Rumah;LOCATION;1086;1100;0.99
000209-001;376-377;Perang Uhud;EVENT;8;19;0.99
000209-001;376-377;Madinah;LOCATION;273;280;0.99
000209-001;376-377;Perang Uhud;EVENT;550;561;0.99
000209-001;376-377;As'ad;PERSON;568;573;0.99
000209-001;376-377;Madinah;LOCATION;616;623;0.99
000209-001;376-377;bulan Shafar 4 H;TIME;671;687;0.99
000209-001;376-377;bulan Rabi'ul Awwal 4 H;TIME;1012;1035;0.99
000209-001;376-377;Muhammad;PERSON;1079;1087;0.99
000209-001;376-377;Madinah;LOCATION;1138;1145;0.99
000209-001;376-377;bulan Jumadil Ula;TIME;1151;1168;0.99
000209-001;376-377;Perang Uhud;EVENT;1226;1237;0.99
000209-001;376-377;Rasulullah;PERSON;1344;1354;0.99
000209-002;376-377;Rasulullah;PERSON;57;67;0.99
000210-001;377;Uhud;LOCATION;83;87;0.99
000210-001;377;As'ad bin Khuzaimah;PERSON;100;119;0.99
000210-001;377;Madinah;LOCATION;131;138;0.99
000210-001;377;Rasulullah;PERSON;291;301;0.99
000210-001;377;Abu Salamah;PERSON;446;457;0.99
000210-001;377;As'ad;PERSON;546;551;0.99
000210-001;377;Madinah;LOCATION;620;627;0.99
000210-001;377;As'ad;PERSON;841;846;0.99
000210-001;377;Madinah;LOCATION;889;896;0.99
000210-001;377;bulan Muharram 4 H;TIME;1014;1032;0.99
000210-001;377;Perang Uhud;EVENT;1094;1105;0.99
000210-001;377;Abu Salamah;PERSON;1125;1136;0.99
000211-001;377;tanggal 5 Muharram;TIME;5;23;0.99
000211-001;377;Madinah;LOCATION;65;72;0.99
000211-001;377;Khalid bin Sufyan;PERSON;79;96;0.99
000211-001;377;Rasulullah;PERSON;160;170;0.99
000211-001;377;Abdullah bin Unais;PERSON;180;198;0.99
000211-001;377;Madinah;LOCATION;241;248;0.99
000211-001;377;Abdullah bin Unais;PERSON;250;268;0.99
000211-001;377;hari Sabtu;TIME;323;333;0.99
000211-001;377;bulan Muharram;TIME;352;366;0.99
000211-001;377;Khalid bin Sufyan;PERSON;401;418;0.99
000212-001;377-379;bulan Shafar;TIME;5;17;0.99
000212-001;377-379;Rasulullah;PERSON;95;105;0.99
000212-001;377-379;Ibnu Ishaq;PERSON;340;350;0.99
000212-001;377-379;Martsad bin Abu Martsad;PERSON;416;439;0.99
000212-001;377-379;Ibnu Ishaq;PERSON;495;505;0.99
000212-001;377-379;Ashim bin Tsabit;PERSON;562;578;0.99
000212-001;377-379;Hijaz;LOCATION;714;719;0.99
000212-002;377-379;Khubaib bin Adi;PERSON;106;121;0.99
000212-002;377-379;Zaid bin Ad-Dastinah;PERSON;123;143;0.99
000212-002;377-379;Zaid;PERSON;468;472;0.99
000212-002;377-379;Makkah;LOCATION;488;494;0.99
000212-002;377-379;Perang Badr;EVENT;536;547;0.99
000212-002;377-379;Makkah;LOCATION;632;638;0.99
000212-002;377-379;Hujair bin Abu Ihab;PERSON;685;704;0.99
000212-002;377-379;Ibnu Hisyam;PERSON;913;924;0.99
000212-002;377-379;Makkah;LOCATION;1118;1124;0.99
000212-003;377-379;Abu Sufyan;PERSON;491;501;0.99
000212-003;377-379;Muhammad;PERSON;540;548;0.99
000212-003;377-379;Muhammad;PERSON;734;742;0.99
000212-003;377-379;Amr bin Umayyah;PERSON;917;932;0.99
000212-003;377-379;Uqbah bin Al-Harits;PERSON;1090;1109;0.99
000212-003;377-379;Perang Badr;EVENT;1127;1138;0.99
000212-003;377-379;Makkah;LOCATION;1423;1429;0.99
000212-004;377-379;Makkah;LOCATION;96;102;0.99
000212-004;377-379;Zaid bin Ad-Datsinah;PERSON;145;165;0.99
000212-004;377-379;Shafwan bin Umayyah;PERSON;173;192;0.99
000212-004;377-379;Zaid;PERSON;217;221;0.99
000212-004;377-379;Perang Badr;EVENT;476;487;0.99
000212-004;377-379;Umar bin Al-Khaththab;PERSON;805;826;0.99
000213-001;380-382;Abu Bara;PERSON;173;181;0.99
000213-001;380-382;Amir bin Malik;PERSON;183;197;0.99
000213-001;380-382;Rasulullah;PERSON;231;241;0.99
000213-001;380-382;Rasulullah;PERSON;355;365;0.99
000213-001;380-382;Najd;LOCATION;424;428;0.99
000213-001;380-382;Najd;LOCATION;585;589;0.99
000213-001;380-382;Ibnu Ishaq;PERSON;688;698;0.99
000213-001;380-382;Al-Mundzir bin Amr;PERSON;810;828;0.99
000213-001;380-382;Abu Bara;PERSON;983;991;0.99
000213-001;380-382;Harram bin Milhan;PERSON;1330;1347;0.99
000213-001;380-382;Rasulullah;PERSON;1380;1390;0.99
000213-001;380-382;Amir bin Ath-;PERSON;1411;1424;0.99
000213-002;380-382;Harram bin Milhan;PERSON;41;58;0.99
000213-002;380-382;Rasulullah;PERSON;91;101;0.99
000213-002;380-382;Amir bin Ath-;PERSON;122;135;0.99
000213-002;380-382;Ka'bah;LOCATION;352;358;0.99
000213-002;380-382;Amir bin Ath-Thufail;PERSON;470;490;0.99
000213-002;380-382;Abu Bara;PERSON;638;646;0.99
000213-002;380-382;Amir bin Ath-;PERSON;709;722;0.99
000213-002;380-382;Rasulullah;PERSON;1084;1094;0.99
000213-002;380-382;Ka'b bin Zaid bin An-Najjar;PERSON;1154;1181;0.99
000213-002;380-382;Perang Khandaq;EVENT;1315;1329;0.99
000213-003;380-382;Perang Khandaq;EVENT;132;146;0.99
000213-003;380-382;Amr bin Umayyah;PERSON;162;177;0.99
000213-003;380-382;Al-Mundzir bin Uqbah bin Amir;PERSON;194;223;0.99
000213-003;380-382;Amr bin Umayyah;PERSON;493;508;0.99
000213-003;380-382;Amir bin Ath-Thufail;PERSON;517;537;0.99
000213-003;380-382;Amr bin Umayyah;PERSON;685;700;0.99
000213-003;380-382;Madinah;LOCATION;710;717;0.99
000213-003;380-382;Rasulullah;PERSON;733;743;0.99
000213-003;380-382;Perang Uhud;EVENT;828;839;0.99
000213-003;380-382;Perang Uhud;EVENT;858;869;0.99
000213-003;380-382;Madinah;LOCATION;963;970;0.99
000213-004;380-382;Madinah;LOCATION;133;140;0.99
000214-001;382-385;Perang Bani Qainuqa;EVENT;544;563;0.99
000214-001;382-385;Ka'b bin Al-Asyraf;PERSON;581;599;0.99
000214-001;382-385;Perang Uhud;EVENT;670;681;0.99
000214-001;382-385;Makkah;LOCATION;830;836;0.99
000214-001;382-385;Amr bin Umayyah;PERSON;1325;1340;0.99
000214-001;382-385;Madinah;LOCATION;1408;1415;0.99
000214-002;382-385;Amr bin Umayyah;PERSON;160;175;0.99
000214-002;382-385;Madinah;LOCATION;243;250;0.99
000214-002;382-385;Abul Qasim;PERSON;370;380;0.99
000214-002;382-385;Abu Bakar;PERSON;607;616;0.99
000214-002;382-385;Umar;PERSON;618;622;0.99
000214-002;382-385;Ali;PERSON;624;627;0.99
000214-002;382-385;Rasulullah;PERSON;820;830;0.99
000214-002;382-385;Muhammad;PERSON;986;994;0.99
000214-002;382-385;Amr bin Jahsy;PERSON;1023;1036;0.99
000214-002;382-385;Sallam bin Misykam;PERSON;1100;1118;0.99
000214-002;382-385;Muhammad;PERSON;1147;1155;0.99
000214-002;382-385;Jibril;PERSON;1355;1361;0.99
000214-002;382-385;Rasulullah;PERSON;1391;1401;0.99
000214-003;382-385;Jibril;PERSON;0;6;0.99
000214-003;382-385;Rasulullah;PERSON;36;46;0.99
000214-003;382-385;Madinah;LOCATION;138;145;0.99
000214-003;382-385;Madinah;LOCATION;259;266;0.99
000214-003;382-385;Rasulullah;PERSON;434;444;0.99
000214-003;382-385;Muhammad bin Maslamah;PERSON;454;475;0.99
000214-003;382-385;Madinah;LOCATION;547;554;0.99
000214-003;382-385;Madinah;LOCATION;770;777;0.99
000214-003;382-385;Madinah;LOCATION;838;845;0.99
000214-003;382-385;Abdullah bin Ubay bin Salul;PERSON;884;911;0.99
000214-004;382-385;Huyai bin Akhthab;PERSON;452;469;0.99
000214-004;382-385;Abdullah bin Ubay;PERSON;516;533;0.99
000214-005;382-385;Rasulullah;PERSON;454;464;0.99
000214-005;382-385;Huyai bin Akhthab;PERSON;483;500;0.99
000214-005;382-385;Ibnu Ummi;PERSON;624;633;0.99
000214-005;382-385;Madinah;LOCATION;665;672;0.99
000214-005;382-385;Ali bin Abi Thalib;PERSON;748;766;0.99
000214-006;382-385;Rasulullah;PERSON;495;505;0.99
000214-006;382-385;Madinah;LOCATION;547;554;0.99
000214-006;382-385;Madinah;LOCATION;616;623;0.99
000214-006;382-385;Huyai bin Akhthab;PERSON;1082;1099;0.99
000214-006;382-385;Sallam bin Al-Huqaiq;PERSON;1104;1124;0.99
000214-006;382-385;Khaibar;LOCATION;1134;1141;0.99
000214-006;382-385;Syam;LOCATION;1171;1175;0.99
000214-006;382-385;Yamin bin Amr;PERSON;1238;1251;0.99
000214-006;382-385;Abu Sa'd bin Wahb;PERSON;1256;1273;0.99
000214-006;382-385;Rasulullah;PERSON;1397;1407;0.99
000214-007;382-385;Rasulullah;PERSON;63;73;0.99
000214-007;382-385;Abu Dujanah;PERSON;405;416;0.99
000214-007;382-385;Sahl bin Hunaif;PERSON;421;436;0.99
000214-007;382-385;Perang Bani Nadhir;EVENT;642;660;0.99
000214-007;382-385;bulan Rabi'ul Awwal 4 H;TIME;678;701;0.99
000214-007;382-385;Ibnu Abbas;PERSON;1396;1406;0.99
000215-001;385-386;Perang Bani Nadhir;EVENT;58;76;0.99
000215-001;385-386;Madinah;LOCATION;133;140;0.99
000215-001;385-386;Ibnu Hisyam;PERSON;226;237;0.99
000215-001;385-386;Rasulullah;PERSON;358;368;0.99
000215-001;385-386;Perang Uhud;EVENT;490;501;0.99
000215-001;385-386;Madinah;LOCATION;554;561;0.99
000215-001;385-386;Madinah;LOCATION;685;692;0.99
000215-001;385-386;Madinah;LOCATION;1214;1221;0.99
000215-001;385-386;Najd;LOCATION;1369;1373;0.99
000215-001;385-386;bulan Rabi'ul Awwal;TIME;1379;1398;0.99
000215-002;385-386;Najd;LOCATION;146;150;0.99
000215-002;385-386;bulan Rabi'ul Awwal;TIME;156;175;0.99
000215-002;385-386;Madinah;LOCATION;316;323;0.99
000215-002;385-386;Perang Badr;EVENT;382;393;0.99
000215-002;385-386;Abu Sufyan;PERSON;431;441;0.99
000215-002;385-386;Perang Uhud;EVENT;464;475;0.99
000215-002;385-386;Madinah;LOCATION;504;511;0.99
000215-002;385-386;Perang Badr;EVENT;806;817;0.99
000215-002;385-386;Perang Dzatur Riqa;EVENT;844;862;0.99
000215-002;385-386;Rasulullah;PERSON;881;891;0.99
000215-002;385-386;bulan Rabi'ul Awwal;TIME;905;924;0.99
000215-002;385-386;Jumadil Ula;TIME;930;941;0.99
000215-002;385-386;Abu Hurairah;PERSON;953;965;0.99
000215-002;385-386;Abu Musa;PERSON;970;978;0.99
000215-002;385-386;Abu Hurairal;PERSON;1035;1047;0.99
000215-002;385-386;Perang Khaibar;EVENT;1082;1096;0.99
000215-002;385-386;Abu Musa;PERSON;1102;1110;0.99
000215-002;385-386;Khaibar;LOCATION;1147;1154;0.99
000215-002;385-386;Perang Dzatur Riqa;EVENT;1161;1179;0.99
000215-002;385-386;Perang Khaibar;EVENT;1197;1211;0.99
000215-002;385-386;tahun 4 H;TIME;1273;1282;0.99
000215-002;385-386;Perang Asafan;EVENT;1416;1429;0.99
000215-003;385-386;Perang Asafan;EVENT;70;83;0.99
000215-003;385-386;Perang Asafan;EVENT;135;148;0.99
000215-003;385-386;Perang Khandaq;EVENT;165;179;0.99
000216-001;387;Perang Uhud;EVENT;253;264;0.99
000216-001;387;Muhammad;PERSON;300;308;0.99
000216-001;387;Abu Sufyan;PERSON;350;360;0.99
000216-001;387;bulan Sya'ban 4 H;TIME;495;512;0.99
000216-001;387;Rasulullah;PERSON;533;543;0.99
000216-001;387;Ali bin Abu Thalib;PERSON;682;700;0.99
000216-001;387;Madinah;LOCATION;702;709;0.99
000216-001;387;Abdullah bin Rawahah;PERSON;728;748;0.99
000216-001;387;Badr;LOCATION;765;769;0.99
000216-001;387;Abu Sufyan;PERSON;814;824;0.99
000216-001;387;Makkah;LOCATION;957;963;0.99
000216-001;387;Abu Sufyan;PERSON;1048;1058;0.99
000216-001;387;Makkah;LOCATION;1077;1083;0.99
000216-001;387;Makkah;LOCATION;1284;1290;0.99
000216-002;387;Makkah;LOCATION;268;274;0.99
000216-002;387;Badr;LOCATION;411;415;0.99
000216-002;387;Madinah;LOCATION;557;564;0.99
000216-002;387;Perang Badr;EVENT;665;676;0.99
000216-002;387;Perang Badr;EVENT;698;709;0.99
000216-002;387;Perang Badr;EVENT;727;738;0.99
000216-002;387;Perang Badr Shughra;EVENT;759;778;0.99
000217-001;387-389;Rasulullah;PERSON;9;19;0.99
000217-001;387-389;Badr;LOCATION;25;29;0.99
000217-001;387-389;Madinah;LOCATION;50;57;0.99
000217-001;387-389;Syam;LOCATION;228;232;0.99
000217-001;387-389;Badr;LOCATION;389;393;0.99
000217-001;387-389;Madinah;LOCATION;420;427;0.99
000217-001;387-389;Syam;LOCATION;547;551;0.99
000217-001;387-389;Madinah;LOCATION;686;693;0.99
000217-001;387-389;Madinah;LOCATION;714;721;0.99
000217-001;387-389;Siba' bin Urfuthah;PERSON;729;747;0.99
000217-001;387-389;Rabi'ul Awwal;TIME;812;825;0.99
000217-002;387-389;Rasulullah;PERSON;199;209;0.99
000217-002;387-389;Madinah;LOCATION;398;405;0.99
000217-002;387-389;Uyainah bin Hishn;PERSON;427;444;0.99
000217-002;387-389;Syam;LOCATION;484;488;0.99
000217-002;387-389;Damaskus;LOCATION;513;521;0.99
000217-002;387-389;Madinah;LOCATION;584;591;0.99
000218-001;390-404;Jazirah Arab;LOCATION;125;137;0.99
000218-001;390-404;Khaibar;LOCATION;370;377;0.99
000218-001;390-404;Makkah;LOCATION;1113;1119;0.99
000218-001;390-404;Rasulullah;PERSON;1173;1183;0.99
000218-001;390-404;Perang Badr;EVENT;1339;1350;0.99
000218-002;390-404;Rasulullah;PERSON;480;490;0.99
000218-002;390-404;Tihamah;LOCATION;667;674;0.99
000218-002;390-404;Abu Sufyan;PERSON;693;703;0.99
000218-002;390-404;Uyainah bin Hishn;PERSON;914;931;0.99
000218-002;390-404;Al-Harits bin Auf;PERSON;958;975;0.99
000218-002;390-404;Madinah;LOCATION;1093;1100;0.99
000218-002;390-404;Madinah;LOCATION;1198;1205;0.99
000218-002;390-404;Madinah;LOCATION;1365;1372;0.99
000218-003;390-404;Madinah;LOCATION;75;82;0.99
000218-003;390-404;Madinah;LOCATION;177;184;0.99
000218-003;390-404;Madinah;LOCATION;406;413;0.99
000218-003;390-404;Madinah;LOCATION;651;658;0.99
000218-003;390-404;Rasulullah;PERSON;692;702;0.99
000218-003;390-404;Madinah;LOCATION;796;803;0.99
000218-003;390-404;Salman Al-Farisi;PERSON;946;962;0.99
000218-003;390-404;Rasulullah;PERSON;1001;1011;0.99
000218-003;390-404;Rasulullah;PERSON;1196;1206;0.99
000218-003;390-404;Rasulullah;PERSON;1421;1431;0.99
000218-004;390-404;Rasulullah;PERSON;0;10;0.99
000218-004;390-404;Sahl bin Sa'd;PERSON;117;130;0.99
000218-004;390-404;Rasulullah;PERSON;159;169;0.99
000218-004;390-404;Rasulullah;PERSON;403;413;0.99
000218-004;390-404;Muhammad;PERSON;857;865;0.99
000218-004;390-404;Al-Barra' bin Azib;PERSON;912;930;0.99
000218-004;390-404;Ibnu Rawahah;PERSON;1123;1135;0.99
000218-005;390-404;Abu Thalhah;PERSON;484;495;0.99
000218-005;390-404;Rasulullah;PERSON;539;549;0.99
000218-005;390-404;Jabir bin Abdullah;PERSON;761;779;0.99
000218-005;390-404;Jabir;PERSON;840;845;0.99
000218-005;390-404;Jabir;PERSON;932;937;0.99
000218-005;390-404;Rasulullah;PERSON;948;958;0.99
000218-005;390-404;An-Nu'man bin Basyir;PERSON;1313;1333;0.99
000218-006;390-404;An-Nu'man bin Basyir;PERSON;88;108;0.99
000218-006;390-404;Rasulullah;PERSON;239;249;0.99
000218-006;390-404;Jabir;PERSON;706;711;0.99
000218-006;390-404;Rasulullah;PERSON;1387;1397;0.99
000218-007;390-404;Rasulullah;PERSON;31;41;0.99
000218-007;390-404;Yaman;LOCATION;494;499;0.99
000218-007;390-404;Ibnu Ishaq;PERSON;567;577;0.99
000218-007;390-404;Salman Al-Farisi;PERSON;624;640;0.99
000218-007;390-404;Madinah;LOCATION;650;657;0.99
000218-007;390-404;Madinah;LOCATION;829;836;0.99
000218-007;390-404;Madinah;LOCATION;1321;1328;0.99
000218-008;390-404;Madinah;LOCATION;118;125;0.99
000218-008;390-404;Najd;LOCATION;284;288;0.99
000218-008;390-404;Uhud;LOCATION;348;352;0.99
000218-008;390-404;Rasulullah;PERSON;1027;1037;0.99
000218-008;390-404;Madinah;LOCATION;1221;1228;0.99
000218-008;390-404;Ibnu Ummi;PERSON;1247;1256;0.99
000218-009;390-404;Madinah;LOCATION;187;194;0.99
000218-009;390-404;Amr bin Abdi;PERSON;1339;1351;0.99
000218-009;390-404;Ikrimah bin Abu Jahl;PERSON;1358;1378;0.99
000218-009;390-404;Dhirar bin Al-Khaththab;PERSON;1380;1403;0.99
000218-010;390-404;Amr bin Abdi;PERSON;107;119;0.99
000218-010;390-404;Ikrimah bin Abu Jahl;PERSON;126;146;0.99
000218-010;390-404;Dhirar bin Al-Khaththab;PERSON;148;171;0.99
000218-010;390-404;Ali bin Abi Thalib;PERSON;369;387;0.99
000218-010;390-404;Amr bin Abi Wudd;PERSON;491;507;0.99
000218-010;390-404;Ali bin Abu Thalib;PERSON;577;595;0.99
000218-010;390-404;Ali;PERSON;601;604;0.99
000218-010;390-404;Ali bin Abu Thalib;PERSON;860;878;0.99
000218-010;390-404;Ali;PERSON;940;943;0.99
000218-010;390-404;Ikrimah bin Abu Jahl;PERSON;1096;1116;0.99
000218-011;390-404;Rasulullah;PERSON;311;321;0.99
000218-011;390-404;Jabir;PERSON;381;386;0.99
000218-011;390-404;Umar bin Al-Khaththab;PERSON;393;414;0.99
000218-011;390-404;Perang Khandaq;EVENT;433;447;0.99
000218-011;390-404;Rasulullah;PERSON;538;548;0.99
000218-011;390-404;Ali;PERSON;1091;1094;0.99
000218-011;390-404;Perang Khandaq;EVENT;1135;1149;0.99
000218-012;390-404;An-Nawawi;PERSON;389;398;0.99
000218-012;390-404;Perang Khandaq;EVENT;460;474;0.99
000218-012;390-404;Mu'adz;PERSON;1263;1269;0.99
000218-012;390-404;Habban bin Qais bin Al-Ariqah;PERSON;1436;1465;0.99
000218-013;390-404;Habban bin Qais bin Al-Ariqah;PERSON;97;126;0.99
000218-013;390-404;An-Nawawi;PERSON;542;551;0.99
000218-013;390-404;Huyai bin Akhthab;PERSON;1253;1270;0.99
000218-013;390-404;Ka'b bin Asad;PERSON;1323;1336;0.99
000218-014;390-404;Ka'b bin Asad;PERSON;12;25;0.99
000218-014;390-404;Rasulullah;PERSON;127;137;0.99
000218-014;390-404;Ka'b;PERSON;229;233;0.99
000218-014;390-404;Ka'b;PERSON;242;246;0.99
000218-014;390-404;Ka'b;PERSON;369;373;0.99
000218-014;390-404;Uhud;LOCATION;659;663;0.99
000218-014;390-404;Muhammad;PERSON;756;764;0.99
000218-014;390-404;Ka'b;PERSON;788;792;0.99
000218-014;390-404;Muhammad;PERSON;1046;1054;0.99
000218-014;390-404;Ka'b;PERSON;1149;1153;0.99
000218-014;390-404;Muhammad;PERSON;1293;1301;0.99
000218-014;390-404;Ka'b bin As;PERSON;1410;1421;0.99
000218-015;390-404;Muhammad;PERSON;23;31;0.99
000218-015;390-404;Ka'b;PERSON;126;130;0.99
000218-015;390-404;Muhammad;PERSON;270;278;0.99
000218-015;390-404;Ka'b bin As;PERSON;387;398;0.99
000218-015;390-404;Ibnu Hisyam;PERSON;478;489;0.99
000218-015;390-404;Ibnu Ishaq;PERSON;704;714;0.99
000218-015;390-404;Shafiyah binti Abdul Muthalib;PERSON;728;757;0.99
000218-015;390-404;Hassan bin Tsabit;PERSON;860;877;0.99
000218-015;390-404;Rasulullah;PERSON;1119;1129;0.99
000218-016;390-404;Rasulullah;PERSON;234;244;0.99
000218-016;390-404;Hassan bin Tsabit;PERSON;836;853;0.99
000218-016;390-404;Rasulullah;PERSON;921;931;0.99
000218-017;390-404;Rasulullah;PERSON;419;429;0.99
000218-017;390-404;Sa'd bin Mu'adz;PERSON;646;661;0.99
000218-017;390-404;Sa'd bin Ubadah;PERSON;663;678;0.99
000218-017;390-404;Abdullah bin Rawahah;PERSON;680;700;0.99
000218-017;390-404;Khawwat bin Jubair;PERSON;706;724;0.99
000218-017;390-404;Rasulullah;PERSON;1285;1295;0.99
000218-017;390-404;Muhammad;PERSON;1359;1367;0.99
000218-018;390-404;Muhammad;PERSON;37;45;0.99
000218-018;390-404;Rasulullah;PERSON;161;171;0.99
000218-019;390-404;Muhammad;PERSON;137;145;0.99
000218-019;390-404;Kisra;PERSON;208;213;0.99
000218-019;390-404;Madinah;LOCATION;550;557;0.99
000218-019;390-404;Yastrib;LOCATION;848;855;0.99
000218-019;390-404;Madinah;LOCATION;857;864;0.99
