text_id,id,token,predicted_label,halaman
000226-002,000226-002.107,bin,I_PERSON,424-429
000226-002,000226-002.108,Ubay,I_PERSON,424-429
000226-002,000226-002.109,ini,O,424-429
000226-002,000226-002.110,kepada,O,424-429
000226-002,000226-002.111,"pamannya,",O,424-429
000226-002,000226-002.112,lalu,O,424-429
000226-002,000226-002.113,pamannya,O,424-429
000226-002,000226-002.114,mengabarkan,O,424-429
000226-002,000226-002.115,kepada,O,424-429
000226-002,000226-002.116,Nabi,O,424-429
000226-002,000226-002.117,.,O,424-429
000226-002,000226-002.118,Umar,B_PERSON,424-429
000226-002,000226-002.119,bin,I_PERSON,424-429
000226-002,000226-002.120,Al-Khaththab,I_PERSON,424-429
000226-002,000226-002.121,yang,O,424-429
000226-002,000226-002.122,ada,O,424-429
000226-002,000226-002.123,di,O,424-429
000226-002,000226-002.124,sisi,O,424-429
000226-002,000226-002.125,beliau,O,424-429
000226-002,000226-002.126,"berkata,",O,424-429
000226-002,000226-002.127,Suruhlah,O,424-429
000226-002,000226-002.128,Abbad,B_PERSON,424-429
000226-002,000226-002.129,bin,I_PERSON,424-429
000226-002,000226-002.130,"Bisri,",I_PERSON,424-429
000226-002,000226-002.131,agar,O,424-429
000226-002,000226-002.132,dia,O,424-429
000226-002,000226-002.133,"membunuhnya.""",O,424-429
000226-002,000226-002.134,Beliau,O,424-429
000226-002,000226-002.135,"berkata,",O,424-429
000226-002,000226-002.136,"""Bagaimana",O,424-429
000226-002,000226-002.137,wahai,O,424-429
000226-002,000226-002.138,Umar,B_PERSON,424-429
000226-002,000226-002.139,jika,O,424-429
000226-002,000226-002.140,manusia,O,424-429
000226-002,000226-002.141,membicarakan,O,424-429
000226-002,000226-002.142,bahwa,O,424-429
000226-002,000226-002.143,Muhammad,B_PERSON,424-429
000226-002,000226-002.144,telah,O,424-429
000226-002,000226-002.145,membunuh,O,424-429
000226-002,000226-002.146,rekan-rekannya?,O,424-429
000226-002,000226-002.147,Tidak.,O,424-429
000226-002,000226-002.148,Suruhlah,O,424-429
000226-002,000226-002.149,pasukan,O,424-429
000226-002,000226-002.150,untuk,O,424-429
000226-002,000226-002.151,"berangkat.""",O,424-429
000226-002,000226-002.152,Sekalipun,O,424-429
000226-002,000226-002.153,saat,O,424-429
000226-002,000226-002.154,itu,O,424-429
000226-002,000226-002.155,bukan,O,424-429
000226-002,000226-002.156,waktu,O,424-429
000226-002,000226-002.157,yang,O,424-429
000226-002,000226-002.158,tepat,O,424-429
000226-002,000226-002.159,untuk,O,424-429
000226-002,000226-002.160,memberangkatkan,O,424-429
000226-002,000226-002.161,"pasukan,",O,424-429
000226-002,000226-002.162,tetapi,O,424-429
000226-002,000226-002.163,mereka,O,424-429
000226-002,000226-002.164,tetap,O,424-429
000226-002,000226-002.165,akan,O,424-429
000226-002,000226-002.166,berangkat.,O,424-429
000226-002,000226-002.167,Usaid,B_PERSON,424-429
000226-002,000226-002.168,bin,I_PERSON,424-429
000226-002,000226-002.169,Hudhair,I_PERSON,424-429
000226-002,000226-002.170,menemui,O,424-429
000226-002,000226-002.171,beliau,O,424-429
000226-002,000226-002.172,dan,O,424-429
000226-002,000226-002.173,mengucapkan,O,424-429
000226-002,000226-002.174,"salam,",O,424-429
000226-002,000226-002.175,lalu,O,424-429
000226-002,000226-002.176,"berkata,",O,424-429
000226-002,000226-002.177,"""Tidak",O,424-429
000226-002,000226-002.178,biasanya,O,424-429
000226-002,000226-002.179,engkau,O,424-429
000226-002,000226-002.180,berangkat,O,424-429
000226-002,000226-002.181,pada,O,424-429
000226-002,000226-002.182,saat,O,424-429
000226-002,000226-002.183,seperti,O,424-429
000226-002,000226-002.184,"ini.""",O,424-429
000226-002,000226-002.185,"""Apakah",O,424-429
000226-002,000226-002.186,engkau,O,424-429
000226-002,000226-002.187,belum,O,424-429
000226-002,000226-002.188,mendengar,O,424-429
000226-002,000226-002.189,apa,O,424-429
000226-002,000226-002.190,yang,O,424-429
000226-002,000226-002.191,dikatakan,O,424-429
000226-002,000226-002.192,"rekanmu?""",O,424-429
000226-002,000226-002.193,Tanya,O,424-429
000226-002,000226-002.194,beliau.,O,424-429
000226-002,000226-002.195,Yang,O,424-429
000226-002,000226-002.196,dimaksudkan,O,424-429
000226-002,000226-002.197,adalah,O,424-429
000226-002,000226-002.198,Abdullah,B_PERSON,424-429
000226-002,000226-002.199,bin,I_PERSON,424-429
000226-002,000226-002.200,Ubay.,I_PERSON,424-429
000226-003,000226-003.001,Yang,O,424-429
000226-003,000226-003.002,dimaksudkan,O,424-429
000226-003,000226-003.003,adalah,O,424-429
000226-003,000226-003.004,Abdullah,B_PERSON,424-429
000226-003,000226-003.005,bin,I_PERSON,424-429
000226-003,000226-003.006,Ubay.,I_PERSON,424-429
000226-003,000226-003.007,"""Apa",O,424-429
000226-003,000226-003.008,yang,O,424-429
000226-003,000226-003.009,"dikatakannya?""",O,424-429
000226-003,000226-003.010,Usaid,B_PERSON,424-429
000226-003,000226-003.011,ganti,O,424-429
000226-003,000226-003.012,bertanya,O,424-429
000226-003,000226-003.013,Beliau,O,424-429
000226-003,000226-003.014,"menjawab,",O,424-429
000226-003,000226-003.015,"""Dia",O,424-429
000226-003,000226-003.016,beranggapan,O,424-429
000226-003,000226-003.017,bahwa,O,424-429
000226-003,000226-003.018,jika,O,424-429
000226-003,000226-003.019,dia,O,424-429
000226-003,000226-003.020,kembali,O,424-429
000226-003,000226-003.021,ke,O,424-429
000226-003,000226-003.022,"Madinah,",B_LOCATION,424-429
000226-003,000226-003.023,maka,O,424-429
000226-003,000226-003.024,penduduknya,O,424-429
000226-003,000226-003.025,yang,O,424-429
000226-003,000226-003.026,mulia,O,424-429
000226-003,000226-003.027,benar-benar,O,424-429
000226-003,000226-003.028,akan,O,424-429
000226-003,000226-003.029,mengusir,O,424-429
000226-003,000226-003.030,penduduknya,O,424-429
000226-003,000226-003.031,yang,O,424-429
000226-003,000226-003.032,"hina.""",O,424-429
000226-003,000226-003.033,"""Engkau",O,424-429
000226-003,000226-003.034,wahai,O,424-429
000226-003,000226-003.035,"Rasulullah,",B_PERSON,424-429
000226-003,000226-003.036,bisa,O,424-429
000226-003,000226-003.037,mengusirnya,O,424-429
000226-003,000226-003.038,menurut,O,424-429
000226-003,000226-003.039,kehendak,O,424-429
000226-003,000226-003.040,engkau,O,424-429
000226-003,000226-003.041,Demi,O,424-429
000226-003,000226-003.042,"Allah,",O,424-429
000226-003,000226-003.043,memang,O,424-429
000226-003,000226-003.044,dia,O,424-429
000226-003,000226-003.045,adalah,O,424-429
000226-003,000226-003.046,orang,O,424-429
000226-003,000226-003.047,yang,O,424-429
000226-003,000226-003.048,hina,O,424-429
000226-003,000226-003.049,dan,O,424-429
000226-003,000226-003.050,engkau,O,424-429
000226-003,000226-003.051,adalah,O,424-429
000226-003,000226-003.052,orang,O,424-429
000226-003,000226-003.053,yang,O,424-429
000226-003,000226-003.054,"mulia.""",O,424-429
000226-003,000226-003.055,Kemudian,O,424-429
000226-003,000226-003.056,dia,O,424-429
000226-003,000226-003.057,berkata,O,424-429
000226-003,000226-003.058,"lagi,",O,424-429
000226-003,000226-003.059,"""Wahai",O,424-429
000226-003,000226-003.060,"Rasulullah,",B_PERSON,424-429
000226-003,000226-003.061,bersikaplah,O,424-429
000226-003,000226-003.062,lemah,O,424-429
000226-003,000226-003.063,lembut,O,424-429
000226-003,000226-003.064,terhadap,O,424-429
000226-003,000226-003.065,dirinya.,O,424-429
000226-003,000226-003.066,Demi,O,424-429
000226-003,000226-003.067,"Allah,",O,424-429
000226-003,000226-003.068,Allah,O,424-429
000226-003,000226-003.069,telah,O,424-429
000226-003,000226-003.070,mendatangi,O,424-429
000226-003,000226-003.071,kita,O,424-429
000226-003,000226-003.072,dengan,O,424-429
000226-003,000226-003.073,keberadaan,O,424-429
000226-003,000226-003.074,engkau.,O,424-429
000226-003,000226-003.075,Sesungguhnya,O,424-429
000226-003,000226-003.076,kaumnya,O,424-429
000226-003,000226-003.077,telah,O,424-429
000226-003,000226-003.078,membuat,O,424-429
000226-003,000226-003.079,mahkota,O,424-429
000226-003,000226-003.080,untuk,O,424-429
000226-003,000226-003.081,disematkan,O,424-429
000226-003,000226-003.082,di,O,424-429
000226-003,000226-003.083,kepalanya.,O,424-429
000226-003,000226-003.084,Karena,O,424-429
000226-003,000226-003.085,itu,O,424-429
000226-003,000226-003.086,dia,O,424-429
000226-003,000226-003.087,melihat,O,424-429
000226-003,000226-003.088,engkau,O,424-429
000226-003,000226-003.089,telah,O,424-429
000226-003,000226-003.090,merampas,O,424-429
000226-003,000226-003.091,"kerajaannya.""",O,424-429
000226-003,000226-003.092,Kemudian,O,424-429
000226-003,000226-003.093,beliau,O,424-429
000226-003,000226-003.094,berangkat,O,424-429
000226-003,000226-003.095,bersama,O,424-429
000226-003,000226-003.096,pasukan,O,424-429
000226-003,000226-003.097,pada,O,424-429
000226-003,000226-003.098,saat,O,424-429
000226-003,000226-003.099,itu,O,424-429
000226-003,000226-003.100,pula,O,424-429
000226-003,000226-003.101,seharian,O,424-429
000226-003,000226-003.102,"penuh,",O,424-429
000226-003,000226-003.103,lalu,O,424-429
000226-003,000226-003.104,diteruskan,O,424-429
000226-003,000226-003.105,pada,O,424-429
000226-003,000226-003.106,malam,O,424-429
000226-003,000226-003.107,harinya,O,424-429
000226-003,000226-003.108,hingga,O,424-429
000226-003,000226-003.109,pagi,O,424-429
000226-003,000226-003.110,hari.,O,424-429
000226-003,000226-003.111,Seharian,O,424-429
000226-003,000226-003.112,mereka,O,424-429
000226-003,000226-003.113,dipanggang,O,424-429
000226-003,000226-003.114,terik,O,424-429
000226-003,000226-003.115,matahari.,O,424-429
000226-003,000226-003.116,Saat,O,424-429
000226-003,000226-003.117,berhenti,O,424-429
000226-003,000226-003.118,untuk,O,424-429
000226-003,000226-003.119,"singgah,",O,424-429
000226-003,000226-003.120,mereka,O,424-429
000226-003,000226-003.121,langsung,O,424-429
000226-003,000226-003.122,tertidur,O,424-429
000226-003,000226-003.123,pulas,O,424-429
000226-003,000226-003.124,setelah,O,424-429
000226-003,000226-003.125,badan,O,424-429
000226-003,000226-003.126,menyentuh,O,424-429
000226-003,000226-003.127,tanah.,O,424-429
000226-003,000226-003.128,Beliau,O,424-429
000226-003,000226-003.129,berbuat,O,424-429
000226-003,000226-003.130,seperti,O,424-429
000226-003,000226-003.131,itu,O,424-429
000226-003,000226-003.132,dengan,O,424-429
000226-003,000226-003.133,tujuan,O,424-429
000226-003,000226-003.134,untuk,O,424-429
000226-003,000226-003.135,mengalihkan,O,424-429
000226-003,000226-003.136,mereka,O,424-429
000226-003,000226-003.137,dari,O,424-429
000226-003,000226-003.138,kejadian,O,424-429
000226-003,000226-003.139,sebelumnya,O,424-429
000226-003,000226-003.140,dan,O,424-429
000226-003,000226-003.141,agar,O,424-429
000226-003,000226-003.142,mereka,O,424-429
000226-003,000226-003.143,tidak,O,424-429
000226-003,000226-003.144,membicarakannya.,O,424-429
000226-003,000226-003.145,Setelah,O,424-429
000226-003,000226-003.146,mendengar,O,424-429
000226-003,000226-003.147,Zaid,B_PERSON,424-429
000226-003,000226-003.148,bin,I_PERSON,424-429
000226-003,000226-003.149,Arqam,I_PERSON,424-429
000226-003,000226-003.150,menyampaikan,O,424-429
000226-003,000226-003.151,apa,O,424-429
000226-003,000226-003.152,yang,O,424-429
000226-003,000226-003.153,dikatakan,O,424-429
000226-003,000226-003.154,kepada,O,424-429
000226-003,000226-003.155,Rasulullah,B_PERSON,424-429
000226-003,000226-003.156,",",O,424-429
000226-003,000226-003.157,Abdullah,B_PERSON,424-429
000226-003,000226-003.158,bin,I_PERSON,424-429
000226-003,000226-003.159,Ubay,I_PERSON,424-429
000226-003,000226-003.160,langsung,O,424-429
000226-003,000226-003.161,menemui,O,424-429
000226-003,000226-003.162,beliau,O,424-429
000226-003,000226-003.163,dan,O,424-429
000226-003,000226-003.164,bersumpah,O,424-429
000226-003,000226-003.165,demi,O,424-429
000226-003,000226-003.166,Allah,O,424-429
000226-003,000226-003.167,bahwa,O,424-429
000226-003,000226-003.168,dia,O,424-429
000226-003,000226-003.169,tidak,O,424-429
000226-003,000226-003.170,mengatakan,O,424-429
000226-003,000226-003.171,seperti,O,424-429
000226-003,000226-003.172,yang,O,424-429
000226-003,000226-003.173,dikatakan,O,424-429
000226-003,000226-003.174,Zaid.,B_PERSON,424-429
000226-003,000226-003.175,Orang-orang,O,424-429
000226-003,000226-003.176,Anshar,O,424-429
000226-003,000226-003.177,yang,O,424-429
000226-003,000226-003.178,ada,O,424-429
000226-003,000226-003.179,di,O,424-429
000226-003,000226-003.180,situ,O,424-429
000226-003,000226-003.181,"berkata,",O,424-429
000226-003,000226-003.182,"""Wahai",O,424-429
000226-003,000226-003.183,"Rasulullah,",B_PERSON,424-429
000226-003,000226-003.184,boleh,O,424-429
000226-003,000226-003.185,jadi,O,424-429
000226-003,000226-003.186,anak,O,424-429
000226-003,000226-003.187,itu,O,424-429
000226-003,000226-003.188,menduga-duga,O,424-429
000226-003,000226-003.189,tentang,O,424-429
000226-003,000226-003.190,apa,O,424-429
000226-003,000226-003.191,yang,O,424-429
000226-003,000226-003.192,dikatakan,O,424-429
000226-003,000226-003.193,Abdullah,B_PERSON,424-429
000226-003,000226-003.194,bin,I_PERSON,424-429
000226-003,000226-003.195,Ubay.',I_PERSON,424-429
000226-003,000226-003.196,Namun,O,424-429
000226-003,000226-003.197,beliau,O,424-429
000226-003,000226-003.198,tetap,O,424-429
000226-003,000226-003.199,percaya,O,424-429
000226-003,000226-003.200,apa,O,424-429
000226-003,000226-003.201,yang,O,424-429
000226-003,000226-003.202,dikatakan,O,424-429
000226-003,000226-003.203,Zaid.,B_PERSON,424-429
000226-004,000226-004.001,Orang-orang,O,424-429
000226-004,000226-004.002,Anshar,O,424-429
000226-004,000226-004.003,yang,O,424-429
000226-004,000226-004.004,ada,O,424-429
000226-004,000226-004.005,di,O,424-429
000226-004,000226-004.006,situ,O,424-429
000226-004,000226-004.007,"berkata,",O,424-429
000226-004,000226-004.008,"""Wahai",O,424-429
000226-004,000226-004.009,"Rasulullah,",B_PERSON,424-429
000226-004,000226-004.010,boleh,O,424-429
000226-004,000226-004.011,jadi,O,424-429
000226-004,000226-004.012,anak,O,424-429
000226-004,000226-004.013,itu,O,424-429
000226-004,000226-004.014,menduga-duga,O,424-429
000226-004,000226-004.015,tentang,O,424-429
000226-004,000226-004.016,apa,O,424-429
000226-004,000226-004.017,yang,O,424-429
000226-004,000226-004.018,dikatakan,O,424-429
000226-004,000226-004.019,Abdullah,B_PERSON,424-429
000226-004,000226-004.020,bin,I_PERSON,424-429
000226-004,000226-004.021,Ubay.',I_PERSON,424-429
000226-004,000226-004.022,Namun,O,424-429
000226-004,000226-004.023,beliau,O,424-429
000226-004,000226-004.024,tetap,O,424-429
000226-004,000226-004.025,percaya,O,424-429
000226-004,000226-004.026,apa,O,424-429
000226-004,000226-004.027,yang,O,424-429
000226-004,000226-004.028,dikatakan,O,424-429
000226-004,000226-004.029,Zaid.,B_PERSON,424-429
000226-004,000226-004.030,Sementara,O,424-429
000226-004,000226-004.031,Zaid,B_PERSON,424-429
000226-004,000226-004.032,bin,I_PERSON,424-429
000226-004,000226-004.033,Arqam,I_PERSON,424-429
000226-004,000226-004.034,berkata,O,424-429
000226-004,000226-004.035,"sendiri,",O,424-429
000226-004,000226-004.036,Aku,O,424-429
000226-004,000226-004.037,jadi,O,424-429
000226-004,000226-004.038,menduga-duga,O,424-429
000226-004,000226-004.039,sendiri.,O,424-429
000226-004,000226-004.040,Padahal,O,424-429
000226-004,000226-004.041,tidak,O,424-429
000226-004,000226-004.042,pernah,O,424-429
000226-004,000226-004.043,kualami,O,424-429
000226-004,000226-004.044,yang,O,424-429
000226-004,000226-004.045,seperti,O,424-429
000226-004,000226-004.046,ini.,O,424-429
000226-004,000226-004.047,Aku,O,424-429
000226-004,000226-004.048,hanya,O,424-429
000226-004,000226-004.049,bisa,O,424-429
000226-004,000226-004.050,duduk-duduk,O,424-429
000226-004,000226-004.051,di,O,424-429
000226-004,000226-004.052,rumahku.',O,424-429
000226-004,000226-004.053,Lalu,O,424-429
000226-004,000226-004.054,Allah,O,424-429
000226-004,000226-004.055,menurunkan,O,424-429
000226-004,000226-004.056,surat,O,424-429
000226-004,000226-004.057,Al-Munafiqun,O,424-429
000226-004,000226-004.058,ayat,O,424-429
000226-004,000226-004.059,1-8.,O,424-429
000226-004,000226-004.060,Setelah,O,424-429
000226-004,000226-004.061,itu,O,424-429
000226-004,000226-004.062,beliau,O,424-429
000226-004,000226-004.063,mendatangiku,O,424-429
000226-004,000226-004.064,dan,O,424-429
000226-004,000226-004.065,membacakan,O,424-429
000226-004,000226-004.066,ayat-ayat,O,424-429
000226-004,000226-004.067,"tersebut,",O,424-429
000226-004,000226-004.068,lalu,O,424-429
000226-004,000226-004.069,bersabda.,O,424-429
000226-004,000226-004.070,"""Sesungguhnya",O,424-429
000226-004,000226-004.071,Allah,O,424-429
000226-004,000226-004.072,telah,O,424-429
000226-004,000226-004.073,Sedangkan,O,424-429
000226-004,000226-004.074,anak,O,424-429
000226-004,000226-004.075,pemimpin,O,424-429
000226-004,000226-004.076,munafik,O,424-429
000226-004,000226-004.077,"itu,",O,424-429
000226-004,000226-004.078,yaitu,O,424-429
000226-004,000226-004.079,Abdullah,B_PERSON,424-429
000226-004,000226-004.080,bin,I_PERSON,424-429
000226-004,000226-004.081,Abdullah,I_PERSON,424-429
000226-004,000226-004.082,bin,I_PERSON,424-429
000226-004,000226-004.083,Ubay,I_PERSON,424-429
000226-004,000226-004.084,adalah,O,424-429
000226-004,000226-004.085,seorang,O,424-429
000226-004,000226-004.086,sahabat,O,424-429
000226-004,000226-004.087,yang,O,424-429
000226-004,000226-004.088,shalih,O,424-429
000226-004,000226-004.089,dan,O,424-429
000226-004,000226-004.090,pilihan.,O,424-429
000226-004,000226-004.091,Dia,O,424-429
000226-004,000226-004.092,ingin,O,424-429
000226-004,000226-004.093,berlepas,O,424-429
000226-004,000226-004.094,diri,O,424-429
000226-004,000226-004.095,dari,O,424-429
000226-004,000226-004.096,ayahnya.,O,424-429
000226-004,000226-004.097,Untuk,O,424-429
000226-004,000226-004.098,itu,O,424-429
000226-004,000226-004.099,dia,O,424-429
000226-004,000226-004.100,berdiri,O,424-429
000226-004,000226-004.101,di,O,424-429
000226-004,000226-004.102,pintu,O,424-429
000226-004,000226-004.103,gerbang,O,424-429
000226-004,000226-004.104,Madinah,B_LOCATION,424-429
000226-004,000226-004.105,sambil,O,424-429
000226-004,000226-004.106,menghunus,O,424-429
000226-004,000226-004.107,pedangnya.,O,424-429
000226-004,000226-004.108,Setelah,O,424-429
000226-004,000226-004.109,"ayahnya,",O,424-429
000226-004,000226-004.110,Abdullah,B_PERSON,424-429
000226-004,000226-004.111,bin,I_PERSON,424-429
000226-004,000226-004.112,"Ubay,",I_PERSON,424-429
000226-004,000226-004.113,muncul,O,424-429
000226-004,000226-004.114,di,O,424-429
000226-004,000226-004.115,"dekatnya,",O,424-429
000226-004,000226-004.116,dia,O,424-429
000226-004,000226-004.117,"berkata,",O,424-429
000226-004,000226-004.118,"""Demi",O,424-429
000226-004,000226-004.119,"Allah,",O,424-429
000226-004,000226-004.120,engkau,O,424-429
000226-004,000226-004.121,tidak,O,424-429
000226-004,000226-004.122,boleh,O,424-429
000226-004,000226-004.123,masuk,O,424-429
000226-004,000226-004.124,sebelum,O,424-429
000226-004,000226-004.125,Rasulullah,B_PERSON,424-429
000226-004,000226-004.126,meng-,O,424-429
000226-004,000226-004.127,"izinkanmu,",O,424-429
000226-004,000226-004.128,karena,O,424-429
000226-004,000226-004.129,beliaulah,O,424-429
000226-004,000226-004.130,orang,O,424-429
000226-004,000226-004.131,yang,O,424-429
000226-004,000226-004.132,mulia,O,424-429
000226-004,000226-004.133,dan,O,424-429
000226-004,000226-004.134,engkaulah,O,424-429
000226-004,000226-004.135,orang,O,424-429
000226-004,000226-004.136,yang,O,424-429
000226-004,000226-004.137,"hina.""",O,424-429
000226-004,000226-004.138,Setelah,O,424-429
000226-004,000226-004.139,Rasulullah,B_PERSON,424-429
000226-004,000226-004.140,tiba,O,424-429
000226-004,000226-004.141,di,O,424-429
000226-004,000226-004.142,pintu,O,424-429
000226-004,000226-004.143,gerbang,O,424-429
000226-004,000226-004.144,"itu,",O,424-429
000226-004,000226-004.145,beliau,O,424-429
000226-004,000226-004.146,mengizinkan,O,424-429
000226-004,000226-004.147,dan,O,424-429
000226-004,000226-004.148,memperbolehkannya.,O,424-429
000226-004,000226-004.149,Sebelum,O,424-429
000226-004,000226-004.150,itu,O,424-429
000226-004,000226-004.151,Abdullah,B_PERSON,424-429
000226-004,000226-004.152,bin,I_PERSON,424-429
000226-004,000226-004.153,Abdullah,I_PERSON,424-429
000226-004,000226-004.154,bin,I_PERSON,424-429
000226-004,000226-004.155,Ubay,I_PERSON,424-429
000226-004,000226-004.156,berkata,O,424-429
000226-004,000226-004.157,kepada,O,424-429
000226-004,000226-004.158,"beliau,",O,424-429
000226-004,000226-004.159,"""Wahai",O,424-429
000226-004,000226-004.160,"Rasulullah,",B_PERSON,424-429
000226-004,000226-004.161,jika,O,424-429
000226-004,000226-004.162,engkau,O,424-429
000226-004,000226-004.163,ingin,O,424-429
000226-004,000226-004.164,"membunuhnya,",O,424-429
000226-004,000226-004.165,maka,O,424-429
000226-004,000226-004.166,suruhlah,O,424-429
000226-004,000226-004.167,aku,O,424-429
000226-004,000226-004.168,untuk,O,424-429
000226-004,000226-004.169,melaksanakannya.,O,424-429
000226-004,000226-004.170,Demi,O,424-429
000226-004,000226-004.171,"Allah,",O,424-429
000226-004,000226-004.172,aku,O,424-429
000226-004,000226-004.173,akan,O,424-429
000226-004,000226-004.174,membawa,O,424-429
000226-004,000226-004.175,kepalanya,O,424-429
000226-004,000226-004.176,ke,O,424-429
000226-004,000226-004.177,hadapan,O,424-429
000226-004,000226-004.178,"engkau.""",O,424-429
000226-004,000226-004.179,2.,O,424-429
000226-004,000226-004.180,Berita,O,424-429
000226-004,000226-004.181,Bohong,O,424-429
000226-004,000226-004.182,Dalam,O,424-429
000226-004,000226-004.183,perang,O,424-429
000226-004,000226-004.184,ini,O,424-429
000226-004,000226-004.185,pula,O,424-429
000226-004,000226-004.186,terdapat,O,424-429
000226-004,000226-004.187,kisah,O,424-429
000226-004,000226-004.188,yang,O,424-429
000226-004,000226-004.189,bohong.,O,424-429
000226-004,000226-004.190,Cerita,O,424-429
000226-004,000226-004.191,ringkasnya,O,424-429
000226-004,000226-004.192,Aisyah,B_PERSON,424-429
000226-004,000226-004.193,juga,O,424-429
000226-004,000226-004.194,ikut,O,424-429
000226-004,000226-004.195,pergi,O,424-429
000226-004,000226-004.196,bersama,O,424-429
000226-004,000226-004.197,Rasulullah,B_PERSON,424-429
000226-004,000226-004.198,dalam,O,424-429
000226-004,000226-004.199,peperangan,O,424-429
000226-004,000226-004.200,"ini,",O,424-429
000226-004,000226-004.201,karena,O,424-429
000226-004,000226-004.202,dialah,O,424-429
000226-004,000226-004.203,di,O,424-429
000226-004,000226-004.204,antara,O,424-429
000226-004,000226-004.205,istri-istri,O,424-429
000226-004,000226-004.206,yang,O,424-429
000226-004,000226-004.207,mendapat,O,424-429
000226-004,000226-004.208,undian,O,424-429
000226-004,000226-004.209,untuk,O,424-429
000226-004,000226-004.210,ikut.,O,424-429
000226-005,000226-005.001,Cerita,O,424-429
000226-005,000226-005.002,ringkasnya,O,424-429
000226-005,000226-005.003,Aisyah,B_PERSON,424-429
000226-005,000226-005.004,juga,O,424-429
000226-005,000226-005.005,ikut,O,424-429
000226-005,000226-005.006,pergi,O,424-429
000226-005,000226-005.007,bersama,O,424-429
000226-005,000226-005.008,Rasulullah,B_PERSON,424-429
000226-005,000226-005.009,dalam,O,424-429
000226-005,000226-005.010,peperangan,O,424-429
000226-005,000226-005.011,"ini,",O,424-429
000226-005,000226-005.012,karena,O,424-429
000226-005,000226-005.013,dialah,O,424-429
000226-005,000226-005.014,di,O,424-429
000226-005,000226-005.015,antara,O,424-429
000226-005,000226-005.016,istri-istri,O,424-429
000226-005,000226-005.017,yang,O,424-429
000226-005,000226-005.018,mendapat,O,424-429
000226-005,000226-005.019,undian,O,424-429
000226-005,000226-005.020,untuk,O,424-429
000226-005,000226-005.021,ikut.,O,424-429
000226-005,000226-005.022,Pengundian,O,424-429
000226-005,000226-005.023,seperti,O,424-429
000226-005,000226-005.024,ini,O,424-429
000226-005,000226-005.025,biasa,O,424-429
000226-005,000226-005.026,beliau,O,424-429
000226-005,000226-005.027,lakukan,O,424-429
000226-005,000226-005.028,setiap,O,424-429
000226-005,000226-005.029,hendak,O,424-429
000226-005,000226-005.030,pergi,O,424-429
000226-005,000226-005.031,berperang.,O,424-429
000226-005,000226-005.032,Setelah,O,424-429
000226-005,000226-005.033,pulang,O,424-429
000226-005,000226-005.034,dari,O,424-429
000226-005,000226-005.035,"peperangan,",O,424-429
000226-005,000226-005.036,mereka,O,424-429
000226-005,000226-005.037,singgah,O,424-429
000226-005,000226-005.038,di,O,424-429
000226-005,000226-005.039,suatu,O,424-429
000226-005,000226-005.040,tempat.,O,424-429
000226-005,000226-005.041,Aisyah,B_PERSON,424-429
000226-005,000226-005.042,keluar,O,424-429
000226-005,000226-005.043,dari,O,424-429
000226-005,000226-005.044,rombongan,O,424-429
000226-005,000226-005.045,untuk,O,424-429
000226-005,000226-005.046,keperluannya.,O,424-429
000226-005,000226-005.047,Saat,O,424-429
000226-005,000226-005.048,itu,O,424-429
000226-005,000226-005.049,tanpa,O,424-429
000226-005,000226-005.050,disadari,O,424-429
000226-005,000226-005.051,kalung,O,424-429
000226-005,000226-005.052,milik,O,424-429
000226-005,000226-005.053,saudaranya,O,424-429
000226-005,000226-005.054,yang,O,424-429
000226-005,000226-005.055,dipinjamkan,O,424-429
000226-005,000226-005.056,kepadanya,O,424-429
000226-005,000226-005.057,jatuh.,O,424-429
000226-005,000226-005.058,Maka,O,424-429
000226-005,000226-005.059,dia,O,424-429
000226-005,000226-005.060,kembali,O,424-429
000226-005,000226-005.061,di,O,424-429
000226-005,000226-005.062,mana,O,424-429
000226-005,000226-005.063,kalung,O,424-429
000226-005,000226-005.064,itu,O,424-429
000226-005,000226-005.065,jatuh,O,424-429
000226-005,000226-005.066,Beberapa,O,424-429
000226-005,000226-005.067,orang,O,424-429
000226-005,000226-005.068,yang,O,424-429
000226-005,000226-005.069,mengangkat,O,424-429
000226-005,000226-005.070,sekedup,O,424-429
000226-005,000226-005.071,Aisyah,B_PERSON,424-429
000226-005,000226-005.072,mengira,O,424-429
000226-005,000226-005.073,bahwa,O,424-429
000226-005,000226-005.074,dia,O,424-429
000226-005,000226-005.075,tetap,O,424-429
000226-005,000226-005.076,berada,O,424-429
000226-005,000226-005.077,di,O,424-429
000226-005,000226-005.078,dalamnya.,O,424-429
000226-005,000226-005.079,Sebenarnya,O,424-429
000226-005,000226-005.080,mereka,O,424-429
000226-005,000226-005.081,juga,O,424-429
000226-005,000226-005.082,merasa,O,424-429
000226-005,000226-005.083,bahwa,O,424-429
000226-005,000226-005.084,sekedup,O,424-429
000226-005,000226-005.085,itu,O,424-429
000226-005,000226-005.086,terlalu,O,424-429
000226-005,000226-005.087,ringan.,O,424-429
000226-005,000226-005.088,Tetapi,O,424-429
000226-005,000226-005.089,Aisyah,B_PERSON,424-429
000226-005,000226-005.090,sendiri,O,424-429
000226-005,000226-005.091,memang,O,424-429
000226-005,000226-005.092,seorang,O,424-429
000226-005,000226-005.093,wanita,O,424-429
000226-005,000226-005.094,yang,O,424-429
000226-005,000226-005.095,masih,O,424-429
