chunk_id;halaman;entity_text;entity_label;start_char;end_char;confidence;source
000250-004;459-463;Heraklius;PERSON;1365.0;1374.0;1.0;gold
000250-005;459-463;Heraklius;PERSON;193.0;202.0;1.0;gold
000250-006;459-463;Heraklius;PERSON;308.0;317.0;1.0;gold
000250-006;459-463;Rasulullah;PERSON;332.0;342.0;1.0;gold
000250-006;459-463;Heraklius;PERSON;421.0;430.0;1.0;gold
000250-006;459-463;Ibnu Abu;PERSON;613.0;621.0;1.0;gold
000250-006;459-463;Abu Sufyan;PERSON;867.0;877.0;1.0;gold
000250-006;459-463;Abu Sufyan;PERSON;913.0;923.0;1.0;gold
000250-006;459-463;Dihyah bin Khalifah;PERSON;977.0;996.0;1.0;gold
000250-006;459-463;Rasulullah;PERSON;1187.0;1197.0;1.0;gold
000250-006;459-463;Zaid bin Haritsah;PERSON;1311.0;1328.0;1.0;gold
000250-006;459-463;Zaid;PERSON;1394.0;1398.0;1.0;gold
000250-007;459-463;Zaid;PERSON;0.0;4.0;1.0;gold
000250-007;459-463;Rasulullah;PERSON;273.0;283.0;1.0;gold
000250-007;459-463;Perjanjian Hudaibiyah;EVENT;708.0;729.0;1.0;gold
000250-007;459-463;Perjanjian Hudaibiyah;EVENT;802.0;823.0;1.0;gold
000250-007;459-463;Ibnul Qayyim;PERSON;830.0;842.0;1.0;gold
000250-007;459-463;Perjanjian Hudaibiyah;EVENT;905.0;926.0;1.0;gold
000252-001;464-465;Haudzah bin Ali;PERSON;26.0;41.0;1.0;gold
000252-001;464-465;Muhammad;PERSON;111.0;119.0;1.0;gold
000252-001;464-465;Haudzah bin Ali;PERSON;139.0;154.0;1.0;gold
000252-001;464-465;Salith bin Al-Amiri;PERSON;437.0;456.0;1.0;gold
000252-001;464-465;Rasulullah;PERSON;1243.0;1253.0;1.0;gold
000252-001;464-465;Makkah;LOCATION;1279.0;1285.0;1.0;gold
000252-001;464-465;Jibril;PERSON;1287.0;1293.0;1.0;gold
000252-002;464-465;Rasulullah;PERSON;180.0;190.0;1.0;gold
000253-001;465;Muhammad;PERSON;76.0;84.0;1.0;gold
000253-001;465;Al-Harits bin Abu Syamr;PERSON;105.0;128.0;1.0;gold
000253-001;465;Syuja' bin Wahb;PERSON;342.0;357.0;1.0;gold
000253-001;465;Asad bin Khuzainah;PERSON;368.0;386.0;1.0;gold
000254-001;465-469;Muhammad bin Abdullah;PERSON;141.0;162.0;1.0;gold
000254-001;465-469;Abd bin Al-Julunda;PERSON;182.0;200.0;1.0;gold
000254-001;465-469;Amr bin Al-Ash;PERSON;845.0;859.0;1.0;gold
000254-001;465-469;Abd bin Al-Julunda;PERSON;964.0;982.0;1.0;gold
000254-001;465-469;Rasulullah;PERSON;1097.0;1107.0;1.0;gold
000254-002;465-469;Rasulullah;PERSON;46.0;56.0;1.0;gold
000254-002;465-469;Muhammad;PERSON;504.0;512.0;1.0;gold
000254-002;465-469;Muhammad;PERSON;716.0;724.0;1.0;gold
000254-002;465-469;Najasyi;PERSON;993.0;1000.0;1.0;gold
000254-002;465-469;Najasyi;PERSON;1049.0;1056.0;1.0;gold
000254-003;465-469;Heraklius;PERSON;168.0;177.0;1.0;gold
000254-003;465-469;Najasyi;PERSON;271.0;278.0;1.0;gold
000254-003;465-469;Heraklius;PERSON;311.0;320.0;1.0;gold
000254-003;465-469;Muhammad;PERSON;358.0;366.0;1.0;gold
000254-003;465-469;Heraklius;PERSON;506.0;515.0;1.0;gold
000254-003;465-469;Heraklius;PERSON;687.0;696.0;1.0;gold
000254-003;465-469;Muhammad;PERSON;1099.0;1107.0;1.0;gold
000254-004;465-469;Muhammad;PERSON;205.0;213.0;1.0;gold
000254-004;465-469;Rasulullah;PERSON;405.0;415.0;1.0;gold
000254-004;465-469;Rasulullah;PERSON;716.0;726.0;1.0;gold
000254-004;465-469;Rasulullah;PERSON;1432.0;1442.0;1.0;gold
000254-006;465-469;Muhammad;PERSON;540.0;548.0;1.0;gold
000254-006;465-469;Muhammad;PERSON;924.0;932.0;1.0;gold
000254-006;465-469;Abd bin Al-Julunda;PERSON;1033.0;1051.0;1.0;gold
000254-006;465-469;Rasulullah;PERSON;1402.0;1412.0;1.0;gold
000254-007;465-469;Rasulullah;PERSON;220.0;230.0;1.0;gold
000254-007;465-469;Perjanjian Hudaibiyah;EVENT;322.0;343.0;1.0;gold
000254-007;465-469;Rasulullah;PERSON;680.0;690.0;1.0;gold
000254-007;465-469;Heraklius;PERSON;698.0;707.0;1.0;gold
000255-001;470-472;Rasulullah;PERSON;114.0;124.0;1.0;gold
000255-001;470-472;Perjanjian Hudaibiyah;EVENT;204.0;225.0;1.0;gold
000255-001;470-472;Perang Khaibar;EVENT;238.0;252.0;1.0;gold
000255-001;470-472;Perang Khaibar;EVENT;324.0;338.0;1.0;gold
000255-001;470-472;Salamah bin Al-Akwa';PERSON;375.0;395.0;1.0;gold
000255-001;470-472;Perjanjian Hudaibiyah;EVENT;483.0;504.0;1.0;gold
000255-001;470-472;Salamah bin Al-Akwa';PERSON;654.0;674.0;1.0;gold
000255-001;470-472;Rasulullah;PERSON;714.0;724.0;1.0;gold
000255-001;470-472;Abu Thalhah;PERSON;874.0;885.0;1.0;gold
000255-001;470-472;Rasulullah;PERSON;1158.0;1168.0;1.0;gold
000255-001;470-472;Ibnu Al-Akwa';PERSON;1413.0;1426.0;1.0;gold
000255-002;470-472;Ibnu Al-Akwa';PERSON;52.0;65.0;1.0;gold
000255-002;470-472;Rasulullah;PERSON;704.0;714.0;1.0;gold
000255-002;470-472;Rasulullah;PERSON;931.0;941.0;1.0;gold
000255-002;470-472;Salamah bin Al-Akwa';PERSON;1235.0;1255.0;1.0;gold
000255-003;470-472;Rasulullah;PERSON;354.0;364.0;1.0;gold
000255-003;470-472;Abu Qatadah;PERSON;445.0;456.0;1.0;gold
000255-003;470-472;Al-Miqdad bin Al-Aswad;PERSON;462.0;484.0;1.0;gold
000255-003;470-472;Abu Qatadah;PERSON;662.0;673.0;1.0;gold
000255-003;470-472;Abu Qatadah;PERSON;702.0;713.0;1.0;gold
000255-003;470-472;Rasulullah;PERSON;1191.0;1201.0;1.0;gold
000255-004;470-472;Rasulullah;PERSON;51.0;61.0;1.0;gold
000255-004;470-472;Ibnu Al-Akwa';PERSON;228.0;241.0;1.0;gold
000255-004;470-472;Abu Qatadah;PERSON;458.0;469.0;1.0;gold
000255-004;470-472;Madinah;LOCATION;737.0;744.0;1.0;gold
000255-004;470-472;Ibnu Ummi;PERSON;762.0;771.0;1.0;gold
000255-004;470-472;Madinah;LOCATION;803.0;810.0;1.0;gold
000255-004;470-472;Al-Miqdad bin Amr;PERSON;869.0;886.0;1.0;gold
000255-004;470-472;Perang Khaibar;EVENT;895.0;909.0;1.0;gold
000255-004;470-472;Khaibar;LOCATION;931.0;938.0;1.0;gold
000255-004;470-472;Khaibar;LOCATION;957.0;964.0;1.0;gold
000256-001;473;Khaibar;LOCATION;5.0;12.0;1.0;gold
000256-001;473;Madinah;LOCATION;124.0;131.0;1.0;gold
000256-001;473;Khaibar;LOCATION;162.0;169.0;1.0;gold
000257-001;473-474;Najd;LOCATION;248.0;252.0;1.0;gold
000257-001;473-474;Khaibar;LOCATION;461.0;468.0;1.0;gold
000257-001;473-474;Khaibar;LOCATION;606.0;613.0;1.0;gold
000257-001;473-474;Khaibar;LOCATION;705.0;712.0;1.0;gold
000257-001;473-474;Khaibar;LOCATION;751.0;758.0;1.0;gold
000259-001;474;Khaibar;LOCATION;22.0;29.0;1.0;gold
000259-001;474;Perjanjian Hudaibiyah;EVENT;270.0;291.0;1.0;gold
000259-001;474;Khaibar;LOCATION;326.0;333.0;1.0;gold
000260-001;474-475;Hudaibiyah;EVENT;88.0;98.0;1.0;gold
000260-001;474-475;Rasulullah;PERSON;598.0;608.0;1.0;gold
000260-001;474-475;Khaibar;LOCATION;626.0;633.0;1.0;gold
000260-001;474-475;Madinah;LOCATION;865.0;872.0;1.0;gold
000260-001;474-475;Siba' bin Urfuthah;PERSON;880.0;898.0;1.0;gold
000260-001;474-475;Ibnu Ishaq;PERSON;926.0;936.0;1.0;gold
000260-001;474-475;Numailah bin Abdullah;PERSON;944.0;965.0;1.0;gold
000260-001;474-475;Abu Hurairah;PERSON;1051.0;1063.0;1.0;gold
000260-001;474-475;Madinah;LOCATION;1074.0;1081.0;1.0;gold
000260-001;474-475;Siba' bin Urfuthah;PERSON;1112.0;1130.0;1.0;gold
000260-001;474-475;Abu Hurairah;PERSON;1212.0;1224.0;1.0;gold
000260-001;474-475;Rasulullah;PERSON;1233.0;1243.0;1.0;gold
000261-001;475;Abdullah bin Ubay;PERSON;100.0;117.0;1.0;gold
000261-001;475;Khaibar;LOCATION;149.0;156.0;1.0;gold
000261-001;475;Muhammad;PERSON;184.0;192.0;1.0;gold
000261-001;475;Muhammad;PERSON;335.0;343.0;1.0;gold
000261-001;475;Khaibar;LOCATION;418.0;425.0;1.0;gold
000261-001;475;Kinanah bin Abul Huqaiq;PERSON;464.0;487.0;1.0;gold
000261-001;475;Haudzah bin Qais;PERSON;492.0;508.0;1.0;gold
000261-001;475;Khaibar;LOCATION;747.0;754.0;1.0;gold
000262-002;475-476;Rasulullah;PERSON;48.0;58.0;1.0;gold
000262-002;475-476;Rasulullah;PERSON;253.0;263.0;1.0;gold
000262-002;475-476;Umar bin Al-Khaththab;PERSON;761.0;782.0;1.0;gold
000263-001;476-477;Salamah bin Al-Akwa';PERSON;5.0;25.0;1.0;gold
000263-001;476-477;Khaibar;LOCATION;72.0;79.0;1.0;gold
000263-001;476-477;Amir bin Al-Akwa';PERSON;720.0;737.0;1.0;gold
000263-001;476-477;Rasulullah;PERSON;947.0;957.0;1.0;gold
000263-001;476-477;Perang Khaibar;EVENT;1080.0;1094.0;1.0;gold
000263-001;476-477;Rasulullah;PERSON;1253.0;1263.0;1.0;gold
000263-001;476-477;Khaibar;LOCATION;1480.0;1487.0;1.0;gold
000264-001;478-479;Khaibar;LOCATION;113.0;120.0;1.0;gold
000264-001;478-479;Rasulullah;PERSON;199.0;209.0;1.0;gold
000264-001;478-479;Khaibar;LOCATION;388.0;395.0;1.0;gold
000264-001;478-479;Muhammad;PERSON;542.0;550.0;1.0;gold
000264-001;478-479;Muhammad;PERSON;564.0;572.0;1.0;gold
000264-001;478-479;Khaibar;LOCATION;690.0;697.0;1.0;gold
000264-001;478-479;Khaibar;LOCATION;724.0;731.0;1.0;gold
000264-001;478-479;Al-Hubab bin Al-Mundzir;PERSON;906.0;929.0;1.0;gold
000264-001;478-479;Rasulullah;PERSON;966.0;976.0;1.0;gold
000264-001;478-479;Rasulullah;PERSON;1160.0;1170.0;1.0;gold
000264-001;478-479;Khaibar;LOCATION;1237.0;1244.0;1.0;gold
000264-002;478-479;Khaibar;LOCATION;536.0;543.0;1.0;gold
000265-001;479-480;Ali bin Abu Thalib;PERSON;314.0;332.0;1.0;gold
000265-001;479-480;Rasulullah;PERSON;342.0;352.0;1.0;gold
000265-001;479-480;Ali bin Abu Thalib;PERSON;415.0;433.0;1.0;gold
000265-001;479-480;Rasulullah;PERSON;451.0;461.0;1.0;gold
000265-001;479-480;Ali;PERSON;644.0;647.0;1.0;gold
000265-001;479-480;Rasulullah;PERSON;664.0;674.0;1.0;gold
000265-001;479-480;Ali;PERSON;1127.0;1130.0;1.0;gold
000265-001;479-480;Khaibar;LOCATION;1322.0;1329.0;1.0;gold
000265-001;479-480;Ash-Shab bin Muadz;PERSON;1430.0;1448.0;1.0;gold
000266-001;480-482;Ali bin Abu Thalib;PERSON;305.0;323.0;1.0;gold
000266-001;480-482;Salamah bin Al-Akwa;PERSON;635.0;654.0;1.0;gold
000266-001;480-482;Khaibar;LOCATION;686.0;693.0;1.0;gold
000266-001;480-482;Khaibar;LOCATION;777.0;784.0;1.0;gold
000266-001;480-482;Khaibar;LOCATION;927.0;934.0;1.0;gold
000266-002;480-482;Ali bin Abu Thalib;PERSON;449.0;467.0;1.0;gold
000266-002;480-482;Ali bin Abu Thalib;PERSON;648.0;666.0;1.0;gold
000266-002;480-482;Ali;PERSON;762.0;765.0;1.0;gold
000266-002;480-482;Ali bin Abu Thalib;PERSON;888.0;906.0;1.0;gold
000266-002;480-482;Musa;PERSON;938.0;942.0;1.0;gold
000266-002;480-482;Rasulullah;PERSON;1180.0;1190.0;1.0;gold
000267-002;482-483;Ibnu Ishaq;PERSON;267.0;277.0;1.0;gold
000267-002;482-483;Rasulullah;PERSON;387.0;397.0;1.0;gold
000271-001;484-485;Rasulullah;PERSON;55.0;65.0;1.0;gold
000271-001;484-485;Abul Huqaiq;PERSON;124.0;135.0;1.0;gold
000271-001;484-485;Ibnu Ishaq;PERSON;399.0;409.0;1.0;gold
000271-001;484-485;Rasulullah;PERSON;992.0;1002.0;1.0;gold
000272-001;485;Ibnu Abul;PERSON;0.0;9.0;1.0;gold
000272-001;485;Ibnu Abil;PERSON;135.0;144.0;1.0;gold
000272-001;485;Khaibar;LOCATION;320.0;327.0;1.0;gold
000272-001;485;Khaibar;LOCATION;386.0;393.0;1.0;gold
000272-001;485;Rasulullah;PERSON;483.0;493.0;1.0;gold
000272-001;485;Khaibar;LOCATION;792.0;799.0;1.0;gold
000273-001;485-486;Abil;PERSON;15.0;19.0;1.0;gold
000273-001;485-486;Huyai bin Akhthab;PERSON;194.0;211.0;1.0;gold
000273-001;485-486;Khaibar;LOCATION;236.0;243.0;1.0;gold
000273-001;485-486;Ibnu Ishaq;PERSON;271.0;281.0;1.0;gold
000273-001;485-486;Rasulullah;PERSON;295.0;305.0;1.0;gold
000273-001;485-486;Kinanah bin Ar-Rabi;PERSON;314.0;333.0;1.0;gold
000273-001;485-486;Muhammad bin Maslamah;PERSON;1164.0;1185.0;1.0;gold
000273-001;485-486;Mahmud bin Maslamah;PERSON;1275.0;1294.0;1.0;gold
000273-002;485-486;Muhammad bin Maslamah;PERSON;173.0;194.0;1.0;gold
000273-002;485-486;Mahmud bin Maslamah;PERSON;284.0;303.0;1.0;gold
000273-002;485-486;Ibnul Qayyim;PERSON;458.0;470.0;1.0;gold
000273-002;485-486;Rasulullah;PERSON;499.0;509.0;1.0;gold
000273-002;485-486;Abul Huqaiq;PERSON;548.0;559.0;1.0;gold
000273-002;485-486;Shafiyah binti Huyai bin Akhthab;PERSON;667.0;699.0;1.0;gold
000273-002;485-486;Kinanah bin Abul Huqaiq;PERSON;757.0;780.0;1.0;gold
000274-002;486-487;Perang Khaibar;EVENT;46.0;60.0;1.0;gold
000274-002;486-487;Hudaibiyah;EVENT;131.0;141.0;1.0;gold
000274-002;486-487;Khaibar;LOCATION;297.0;304.0;1.0;gold
000274-002;486-487;Umar;PERSON;346.0;350.0;1.0;gold
000274-002;486-487;Khaibar;LOCATION;438.0;445.0;1.0;gold
000274-002;486-487;Aisyah;PERSON;478.0;484.0;1.0;gold
000274-002;486-487;Khaibar;LOCATION;505.0;512.0;1.0;gold
000274-002;486-487;Rasulullah;PERSON;598.0;608.0;1.0;gold
000274-002;486-487;Madinah;LOCATION;620.0;627.0;1.0;gold
000275-001;487-488;Khaibar;EVENT;26.0;33.0;1.0;gold
000275-001;487-488;Ja'far bin Abu Thalib;PERSON;58.0;79.0;1.0;gold
000275-001;487-488;Abu Musa;PERSON;124.0;132.0;1.0;gold
000275-001;487-488;Abu Musa;PERSON;154.0;162.0;1.0;gold
000275-001;487-488;Rasulullah;PERSON;205.0;215.0;1.0;gold
000275-001;487-488;Khaibar;LOCATION;220.0;227.0;1.0;gold
000275-001;487-488;Yaman;LOCATION;255.0;260.0;1.0;gold
000275-001;487-488;Habasyah;LOCATION;360.0;368.0;1.0;gold
000275-001;487-488;Najasyi;PERSON;444.0;451.0;1.0;gold
000275-001;487-488;Rasulullah;PERSON;480.0;490.0;1.0;gold
000275-001;487-488;Habasyah;LOCATION;677.0;685.0;1.0;gold
000275-001;487-488;Khaibar;EVENT;734.0;741.0;1.0;gold
000275-001;487-488;Khaibar;EVENT;1209.0;1216.0;1.0;gold
000276-002;488-489;Madinah;LOCATION;280.0;287.0;1.0;gold
000278-001;489-490;Perang Khaibar;EVENT;43.0;57.0;1.0;gold
000278-001;489-490;Khaibar;LOCATION;190.0;197.0;1.0;gold
000278-001;489-490;Ibnu Hisyam;PERSON;248.0;259.0;1.0;gold
000278-001;489-490;Ath-Thabari;PERSON;522.0;533.0;1.0;gold
000278-001;489-490;Perang Badr;EVENT;686.0;697.0;1.0;gold
000278-001;489-490;Perang Khaibar;EVENT;709.0;723.0;1.0;gold
000278-001;489-490;Perang Badr;EVENT;773.0;784.0;1.0;gold
000279-001;490;Khaibar;LOCATION;16.0;23.0;1.0;gold
000279-001;490;Rasulullah;PERSON;25.0;35.0;1.0;gold
000279-001;490;Muhayyishah bin Mas'ud;PERSON;54.0;76.0;1.0;gold
000279-001;490;Khaibar;LOCATION;192.0;199.0;1.0;gold
000279-001;490;Khaibar;LOCATION;430.0;437.0;1.0;gold
000279-001;490;Rasulullah;PERSON;517.0;527.0;1.0;gold
000282-001;492;Rasulullah;PERSON;28.0;38.0;1.0;gold
000282-001;492;Madinah;LOCATION;67.0;74.0;1.0;gold
000282-001;492;Bilal;PERSON;208.0;213.0;1.0;gold
000282-001;492;Bilal;PERSON;255.0;260.0;1.0;gold
000282-001;492;Rasulullah;PERSON;457.0;467.0;1.0;gold
000282-001;492;Perang Khaibar;EVENT;695.0;709.0;1.0;gold
000282-001;492;Rasulullah;PERSON;755.0;765.0;1.0;gold
000282-001;492;Madinah;LOCATION;769.0;776.0;1.0;gold
000282-001;492;bulan Shafar;TIME;798.0;810.0;1.0;gold
000282-001;492;bulan Rabi'ul Awwal 7 H;TIME;821.0;844.0;1.0;gold
000283-001;492;Madinah;LOCATION;50.0;57.0;1.0;gold
000283-001;492;Madinah;LOCATION;166.0;173.0;1.0;gold
000283-001;492;Najd;LOCATION;335.0;339.0;1.0;gold
000283-001;492;Aban bin Sa'id;PERSON;415.0;429.0;1.0;gold
000283-001;492;Khaibar;LOCATION;458.0;465.0;1.0;gold
000283-001;492;bulan Shafar 7 H;TIME;626.0;642.0;1.0;gold
000283-001;492;Ibnu Haja;PERSON;692.0;701.0;1.0;gold
000283-001;492;Ibnu Hisyam;PERSON;790.0;801.0;1.0;gold
000284-001;493-497;Najd;LOCATION;231.0;235.0;1.0;gold
000284-001;493-497;Makkah;LOCATION;595.0;601.0;1.0;gold
000284-001;493-497;Khaibar;LOCATION;610.0;617.0;1.0;gold
000284-001;493-497;Madinah;LOCATION;879.0;886.0;1.0;gold
000284-001;493-497;Rasulullah;PERSON;893.0;903.0;1.0;gold
000284-001;493-497;Perang Dzatur Riqa';EVENT;980.0;999.0;1.0;gold
000284-001;493-497;Abu Musa;PERSON;1110.0;1118.0;1.0;gold
000284-001;493-497;Abu Hurairah;PERSON;1134.0;1146.0;1.0;gold
000284-001;493-497;Perang Khaibar;EVENT;1218.0;1232.0;1.0;gold
000284-001;493-497;bulan Rabi'ul Awwal 7 H;TIME;1273.0;1296.0;1.0;gold
000284-001;493-497;Rasulullah;PERSON;1370.0;1380.0;1.0;gold
000284-002;493-497;Rasulullah;PERSON;72.0;82.0;1.0;gold
000284-002;493-497;Madinah;LOCATION;251.0;258.0;1.0;gold
000284-002;493-497;Abu Dzar;PERSON;277.0;285.0;1.0;gold
000284-002;493-497;Utsman bin Affan;PERSON;291.0;307.0;1.0;gold
000284-002;493-497;Madinah;LOCATION;439.0;446.0;1.0;gold
000284-002;493-497;Abu Musa;PERSON;646.0;654.0;1.0;gold
000284-002;493-497;Rasulullah;PERSON;701.0;711.0;1.0;gold
000284-002;493-497;Jabir;PERSON;1112.0;1117.0;1.0;gold
000284-002;493-497;Rasulullah;PERSON;1146.0;1156.0;1.0;gold
000284-003;493-497;Jabir;PERSON;334.0;339.0;1.0;gold
000284-003;493-497;Rasulullah;PERSON;362.0;372.0;1.0;gold
000284-004;493-497;Abu Awanah;PERSON;621.0;631.0;1.0;gold
000284-004;493-497;Abu Bisyr;PERSON;638.0;647.0;1.0;gold
000284-004;493-497;Ghaurats bin Al-Harits;PERSON;680.0;702.0;1.0;gold
000284-004;493-497;Ibnu Hajar;PERSON;713.0;723.0;1.0;gold
000284-004;493-497;Rasulullah;PERSON;1189.0;1199.0;1.0;gold
000284-004;493-497;Abbad bin Bisyr;PERSON;1318.0;1333.0;1.0;gold
000284-004;493-497;Ammar bin Yasir;PERSON;1338.0;1353.0;1.0;gold
000284-005;493-497;Makkah;LOCATION;877.0;883.0;1.0;gold
000284-005;493-497;Perang Hunain;EVENT;896.0;909.0;1.0;gold
000284-006;493-497;Rasulullah;PERSON;354.0;364.0;1.0;gold
000284-006;493-497;Madinah;LOCATION;411.0;418.0;1.0;gold
000284-006;493-497;bulan Syawwal 7 H;TIME;426.0;443.0;1.0;gold
000284-006;493-497;Ghalib bin Abdullah;PERSON;538.0;557.0;1.0;gold
000284-006;493-497;bulan Shafar atau Rabi'ul Awwal 7 H;TIME;605.0;640.0;1.0;gold
000284-006;493-497;Basyir bin Suwaid;PERSON;695.0;712.0;1.0;gold
000284-006;493-497;bulan Jumada;TIME;1158.0;1170.0;1.0;gold
000284-006;493-497;Umar bin Al-Khathab;PERSON;1302.0;1321.0;1.0;gold
000284-006;493-497;bulan Sya'ban 7 H;TIME;1337.0;1354.0;1.0;gold
000284-007;493-497;Umar;PERSON;124.0;128.0;1.0;gold
000284-007;493-497;Madinah;LOCATION;232.0;239.0;1.0;gold
000284-007;493-497;Basyir bin Sa'd;PERSON;256.0;271.0;1.0;gold
000284-007;493-497;bulan Sya'ban 7 H;TIME;320.0;337.0;1.0;gold
000284-007;493-497;Madinah;LOCATION;443.0;450.0;1.0;gold
000284-007;493-497;Madinah;LOCATION;686.0;693.0;1.0;gold
000284-007;493-497;Ghalib bin Abdullah;PERSON;712.0;731.0;1.0;gold
000284-007;493-497;Abd bin Tsa'labah;PERSON;764.0;781.0;1.0;gold
000284-007;493-497;Usamah bin Zaid;PERSON;1026.0;1041.0;1.0;gold
000284-007;493-497;Mirdas bin Nuhaik;PERSON;1057.0;1074.0;1.0;gold
000284-007;493-497;Abdullah bin Rawahah;PERSON;1297.0;1317.0;1.0;gold
000284-007;493-497;Khaibar;LOCATION;1321.0;1328.0;1.0;gold
000284-007;493-497;bulan Syawwal 7 H;TIME;1334.0;1351.0;1.0;gold
000284-008;493-497;Abdullah bin Rawahah;PERSON;15.0;35.0;1.0;gold
000284-008;493-497;Khaibar;LOCATION;39.0;46.0;1.0;gold
000284-008;493-497;bulan Syawwal 7 H;TIME;52.0;69.0;1.0;gold
000284-008;493-497;Usair bin Basyir bin Razzam;PERSON;114.0;141.0;1.0;gold
000284-008;493-497;Khaibar;LOCATION;422.0;429.0;1.0;gold
000284-008;493-497;Madinah;LOCATION;476.0;483.0;1.0;gold
000284-008;493-497;Basyir bin Sa'd;PERSON;625.0;640.0;1.0;gold
000284-008;493-497;Yaman;LOCATION;655.0;660.0;1.0;gold
000284-008;493-497;bulan Syawwal 7 H;TIME;677.0;694.0;1.0;gold
000284-008;493-497;Madinah;LOCATION;818.0;825.0;1.0;gold
000284-008;493-497;Madinah;LOCATION;1093.0;1100.0;1.0;gold
000284-008;493-497;Ibnul Qayyim;PERSON;1203.0;1215.0;1.0;gold
000284-008;493-497;tahun 7 H;TIME;1272.0;1281.0;1.0;gold
000284-008;493-497;Jusyam bin Mu'awiyah;PERSON;1343.0;1363.0;1.0;gold
000284-009;493-497;Rasulullah;PERSON;73.0;83.0;1.0;gold
000284-009;493-497;Abu Hadrad;PERSON;93.0;103.0;1.0;gold
000284-009;493-497;Abu Hadrad;PERSON;123.0;133.0;1.0;gold
000284-009;493-497;Usamah;PERSON;329.0;335.0;1.0;gold
000285-001;498-501;bulan Dzul Qa'dah;TIME;37.0;54.0;1.0;gold
000285-001;498-501;Rasulullah;PERSON;76.0;86.0;1.0;gold
000285-001;498-501;Hudaibiyah;EVENT;175.0;185.0;1.0;gold
000285-001;498-501;Madinah;LOCATION;396.0;403.0;1.0;gold
000285-001;498-501;Uwaih bin Abu Rahm;PERSON;422.0;440.0;1.0;gold
000285-001;498-501;Najiyah bin Jundab;PERSON;502.0;520.0;1.0;gold
000285-001;498-501;Dzul Hulaifah;LOCATION;647.0;660.0;1.0;gold
000285-001;498-501;Aus bin Khauli;PERSON;985.0;999.0;1.0;gold
000285-001;498-501;Makkah;LOCATION;1046.0;1052.0;1.0;gold
000285-002;498-501;Aus bin Khauli;PERSON;56.0;70.0;1.0;gold
000285-002;498-501;Makkah;LOCATION;117.0;123.0;1.0;gold
000285-002;498-501;Makkah;LOCATION;230.0;236.0;1.0;gold
000285-002;498-501;Makkah;LOCATION;514.0;520.0;1.0;gold
000285-002;498-501;Yatsrib;LOCATION;650.0;657.0;1.0;gold
000285-002;498-501;Makkah;LOCATION;1050.0;1056.0;1.0;gold
000285-003;498-501;Abdullah bin Rawahah;PERSON;66.0;86.0;1.0;gold
000285-003;498-501;Umar;PERSON;577.0;581.0;1.0;gold
000285-003;498-501;Ibnu Rawahah;PERSON;598.0;610.0;1.0;gold
000285-003;498-501;Umar;PERSON;720.0;724.0;1.0;gold
000285-003;498-501;Shafa;LOCATION;1138.0;1143.0;1.0;gold
000285-003;498-501;Marwah;LOCATION;1148.0;1154.0;1.0;gold
000285-003;498-501;Marwah;LOCATION;1186.0;1192.0;1.0;gold
000285-003;498-501;Makkah;LOCATION;1277.0;1283.0;1.0;gold
000285-003;498-501;Marwah;LOCATION;1368.0;1374.0;1.0;gold
000285-004;498-501;Makkah;LOCATION;83.0;89.0;1.0;gold
000285-004;498-501;Marwah;LOCATION;174.0;180.0;1.0;gold
000285-004;498-501;Rasulullah;PERSON;416.0;426.0;1.0;gold
000285-004;498-501;Makkah;LOCATION;438.0;444.0;1.0;gold
000285-004;498-501;Ali;PERSON;520.0;523.0;1.0;gold
000285-004;498-501;Makkah;LOCATION;655.0;661.0;1.0;gold
000285-004;498-501;Makkah;LOCATION;748.0;754.0;1.0;gold
000285-004;498-501;Hamzah;PERSON;789.0;795.0;1.0;gold
000285-004;498-501;Ali;PERSON;865.0;868.0;1.0;gold
000285-004;498-501;Zaid;PERSON;900.0;904.0;1.0;gold
000285-004;498-501;Rasulullah;PERSON;1054.0;1064.0;1.0;gold
000285-004;498-501;Maimunah binti Al-Harits Al-Amiriyah;PERSON;1074.0;1110.0;1.0;gold
000285-004;498-501;Makkah;LOCATION;1129.0;1135.0;1.0;gold
000285-004;498-501;Ja'far bin Abu Thalib;PERSON;1159.0;1180.0;1.0;gold
000285-004;498-501;Maimunah;PERSON;1195.0;1203.0;1.0;gold
000285-004;498-501;Maimunah;PERSON;1215.0;1223.0;1.0;gold
000285-004;498-501;Al-Abbas;PERSON;1264.0;1272.0;1.0;gold
000285-004;498-501;Al-Abbas;PERSON;1317.0;1325.0;1.0;gold
000285-004;498-501;Makkah;LOCATION;1344.0;1350.0;1.0;gold
000285-004;498-501;Abu Rafi';PERSON;1377.0;1386.0;1.0;gold
000285-004;498-501;Maimunah;PERSON;1401.0;1409.0;1.0;gold
000285-005;498-501;Makkah;LOCATION;17.0;23.0;1.0;gold
000285-005;498-501;Abu Rafi';PERSON;50.0;59.0;1.0;gold
000285-005;498-501;Maimunah;PERSON;74.0;82.0;1.0;gold
000285-005;498-501;Hudaibiyah;EVENT;286.0;296.0;1.0;gold
000285-005;498-501;Ibnu Abil;PERSON;526.0;535.0;1.0;gold
000285-005;498-501;bulan Dzul Hijjah 7 H;TIME;547.0;568.0;1.0;gold
000285-005;498-501;Abul Auja';PERSON;762.0;772.0;1.0;gold
000285-005;498-501;Ghalib bin Abdullah;PERSON;869.0;888.0;1.0;gold
