chunk_id;doc_id;chunk_index;judul_bab;judul_sub_bab;halaman;teks_chunk;entity_text;label;notes;start_char;end_char
000090-001;90;1;PARLEMEN QURAISY DI DARUN NADWAH;UNLABELED SECTION;214-217;Setelah orang-orang musyrik mengetahui para sahabat Rasulullah pergi meninggalkan Makkah dengan memboyong keluarga, anak-anak dan harta benda mereka untuk bergabung dengan Aus dan Khazraj di Madinah. sulit digambarkan bagaimana kekhawatiran dan kegundahan yang menghantui mereka. Tak sekalipun sebelumnya mereka merasakan kegundahan seperti itu. Di hadapan mereka terpampang bahaya besar yang bisa mengancam kehidupan ekonomi dan paganisme mereka. Mereka tahu persis bagaimana kepribadian Muhammad yang sangat handal dalam mempengaruhi orang lain, di samping kredibilitas kepemimpinan dan kesempurnaan bimbingannya. Sementara para sahabatnya juga memiliki semangat yang membara, tunduk siap berkorban membela beliau. Aus dan Khazraj sendiri memiliki kekuatan yang bisa diandalkan, mereka memiliki orang-orang pintar yang dikenal suka perdamian dan kebaikan, benih-benih kedengkian di antara Aus dan Khazraj juga sudah mulai menghilang, setelah sekian lama kedua belah pihak mengalami kepahitan perang yang terus berlarut-larut. Mereka juga menyadari posisi Madinah yang sangat strategis dalam sektor perdagangan, karena menjadi jalur kafilah yang melewati pesisir Laut Merah menuju ke Syam. Omset perdagangan penduduk Makkah ke Syam ini bisa mencapai empat juta dinar emas setiap tahunnya, belum lagi penduduk Tha'if dan lain-lainnya. Kelancaran perdagangan ini sepenuhnya bergantung kepada faktor keamanan perjalanan kafilah.;;;;;
000090-002;90;2;PARLEMEN QURAISY DI DARUN NADWAH;UNLABELED SECTION;214-217;Kelancaran perdagangan ini sepenuhnya bergantung kepada faktor keamanan perjalanan kafilah. Siapa pun orang Quraisy tentu menyadari bahaya besar yang mengancam jika dakwah Islam bermarkas di Yastrib dan penduduknya bergabung untuk menghadapi pihak lain. Bahaya yang mengancam eksistensi mereka terasa bertumpuk-tumpuk Oleh karena itu mereka berusaha mencari sarana yang paling efektif untuk menyingkirkan bahaya ini, yang sumbernya adalah pembawa bendera dakwah Islam, yang tidak lain adalah Muhammad. Pada hari Kamis tanggal 26 Shafar tahun 14 dari nubuwah, bertepatan dengan tanggal 12 September tahun 622 M, atau kira-kira selang dua bulan setengah setelah Baiat Aqabah Kubra, maka diadakan pertemuan anggota Parlemen Makkah di Darun Nadwah, yang dimulai sejak pagi Ini merupakan pertemuan yang paling penting dalam sejarah mereka, yang dihadiri para wakil dari setiap kabilah Quraisy. Mereka mengkaji langkah yang paling jitu untuk menghabisi pembawa bendera dakwah Islam secara tepat dan memotong pancaran sinarnya dari permukaan bumi Wajah-wajah yang muncul di pertemuan yang sangat penting ini adalah para wakil seluruh kabilah Quraisy, yaitu: 1. Abu Jahal bin Hisyam dari kabilah Bani Makhzum 2. Jubair bin Muth'im dan Thu'aimah bin Adi serta Al-Harits bin Amir dari Bani Naufal bin Abdi Manaf. 3. Syaiban dan Utbah, anak Rabi'ah serta Abu Sufyan bin Harb dari Bani Abdi Syams bin Abdi Manaf An-Nadhr bin Al-Harits dari Bani Abdid-Dar, yaitu yang pernah 4.;;;;;
000090-006;90;6;PARLEMEN QURAISY DI DARUN NADWAH;UNLABELED SECTION;214-217;"Dengan begitu kita bisa merasa tenang dari gangguannya. Jika mereka berbuat seperti itu, maka darahnya bercecer di semua kabilah, sehingga Bani Abdi Manaf tidak akan sanggup memerangi semua kaumnya, dan dengan lapang dada mereka akan menerima keadaan ini dan kita pun bisa menerimanya. Orang tua dari Najd menanggapi, ""Aku setuju dengan pendapat ini dan tidak kulihat pendapat yang lain."" Akhirnya Parlemen Makkah menyetujui usulan yang jahat ini dengan suara bulat. Lalu setiap anggota parlemen pulang ke rumah masing-masing dan bersiap-siap melaksanakan persetujuan ini seketika itu pula Gua Tsur, tempat persembunyian Nabi sebelum hijrah ke Madinah Masjid Quba, masjid pertama yang didirikan dalam sejarah Islam";;;;;
000090-003;90;3;PARLEMEN QURAISY DI DARUN NADWAH;UNLABELED SECTION;214-217;"Syaiban dan Utbah, anak Rabi'ah serta Abu Sufyan bin Harb dari Bani Abdi Syams bin Abdi Manaf An-Nadhr bin Al-Harits dari Bani Abdid-Dar, yaitu yang pernah 4. menimpukkan isi perut hewan yang sudah disembelih kepada beliau. 5. Abul Bakhtari bin Hisyam, Zam'ah bin Al-Aswad dan Hakim bin Hizam dari Bani Asad bin Abdul Uzza 6. Nubih dan Munabbih, anak Al-Hajjaj dari Bani Sahm 7. Umayyah bin Khalaf dari Bani Jumah Tatkala mereka datang ke Darun Nadwah pada waktu yang telah ditetapkan. tiba-tiba muncul seseorang yang sudah tua mengenakan pakaian yang tebal, berdiri di ambang pintu. ""Siapa orang tua ini?"" Mereka bertanya. Ada yang menjawab, ""Dia orang tua dari penduduk Najd yang sudah mendengar apa yang hendak kalian rembug tentang Muhammad. Dia sengaja datang ke sini untuk mendengar pendapat kalian. Siapa tahu dia bisa menyodorkan pendapat dan nasihat bagi kalian."" ""Baiklah. Kalau begitu masuklah!"" kata mereka. Maka orang tua itu pun ikut masuk bersama mereka. Setelah anggota Parlemen sudah lengkap, berbagai usulan dan cara pemecahan mulai disampaikan. Terjadi perdebatan yang cukup alot. Abul Aswad berkata, ""Kita usir dan enyahkan dia dari tengah kita. Setelah 129 Pertemuan yang dimulai sejak pagi hari ini didasarkan kepada riwayat Ibnu Ishaq, bahwa Jibril mengabarkan kepada Nabi tentang persengkokolan dalam pertemuan ini, dan akhirnya beliau diizinkan untuk hijrah.";;;;;
000090-005;90;5;PARLEMEN QURAISY DI DARUN NADWAH;UNLABELED SECTION;214-217;"Pikirkan pendapat yang lain untuk menghadapinya."" Abul Bakhtari menyampaikan usulan, ""Masukkan dia ke dalam kerangka besi, tutup pintunya rapat-rapat, kemudian biarkan dia seperti nasib yang dialami para penyair sebelumnya (Zuhair dan An-Nabighah) hingga meninggal dunia."" Orang tua dari Najd itu menanggapi, ""Demi Allah, aku tidak setuju dengan pendapat kalian ini. Demi Allah, jika kalian menahannya seperti itu, maka keadaannya akan segera didengar rekan-rekannya, lalu secepat itu pula mereka akan mendatangi kalian, melepaskannya dari cengkeraman kalian dan menghimpun sekian banyak orang. Boleh jadi mereka bisa mengalahkan kalian. Aku tidak setuju dengan pendapat ini. Pikirkanlah pendapat yang lain lagi.' Setelah dua usulan ini ditolak, maka ada satu usulan lagi yang kemudian diterima semua anggota Parlemen Quraisy. Usulan ini disampaikan penduduk Makkah yang paling jahat, Abu Jahal bin Hisyam. Dia berkata, ""Demi Allah, aku mempunyai satu pendapat yang kujamin pasti akan kalian laksanakan."" ""Apa pendapatmu wahai Abul Hakam?"" tanya mereka. -Menurutku, kita tunjuk salah seorang yang gagah perkasa, berdarah bang- sawan dan biasa menjadi penengah dari setiap kabilah. Masing-masing pemuda kita beri pedang yang tajam, lalu mereka harus mengepungnya, kemudian menebas Muhammad dengan sekali tebasan, layaknya tebasan satu orang hingga dia meninggal. Dengan begitu kita bisa merasa tenang dari gangguannya.";;;;;
000090-004;90;4;PARLEMEN QURAISY DI DARUN NADWAH;UNLABELED SECTION;214-217;"Setelah 129 Pertemuan yang dimulai sejak pagi hari ini didasarkan kepada riwayat Ibnu Ishaq, bahwa Jibril mengabarkan kepada Nabi tentang persengkokolan dalam pertemuan ini, dan akhirnya beliau diizinkan untuk hijrah. Begitu pula riwayatAl-Bukhari dari hadits Aisyah, bahwa Nabi menemui Abu Bakar pada pagi hari, lalu bersabda kepadanya, ""Telah ada izin untuk pergi."" itu kita tidak ambil pusing kemana dia akan pergi dan bagaimana nasibnya Kita tangani urusan kita sendiri dan kita galang persatuan seperti dulu lagi. Orang tua dari Najd menanggapi, ""Aku tidak setuju dengan pendapat kalian ini. Apakah kalian tidak tahu kata-katanya yang bagus dan manis serta kepintarannya menguasai hati siapa pun yang datang kepadanya? Demi Allah andaikata kalian bertindak seperti itu, maka kalian tidak akan mampu menjamin seorang Arab pun yang bisa melepaskan diri darinya, lalu dia akan menyerbu kalian bersama mereka dan menginjak-nginjak kalian di tempat ini pula. Setelah itu dia berbuat semaunya terhadap kalian. Pikirkan pendapat yang lain untuk menghadapinya."" Abul Bakhtari menyampaikan usulan, ""Masukkan dia ke dalam kerangka besi, tutup pintunya rapat-rapat, kemudian biarkan dia seperti nasib yang dialami para penyair sebelumnya (Zuhair dan An-Nabighah) hingga meninggal dunia."" Orang tua dari Najd itu menanggapi, ""Demi Allah, aku tidak setuju dengan pendapat kalian ini.";;;;;
000063-004;63;4;PEMBOIKOTAN SECARA MENYELURUH;Pembatalan Piagam;153-156;"Dia merasa perlu menemui mereka, karena Allah telah mengisyaratkan kepada Rasul-Nya masalah piagam ini, dan juga sudah mengutus rayap untuk memakan papan piagam itu. Beliau memberitahu pamannya mengenai hal ini. Lalu Abu Thalib pergi menemui orang-orang Quraisy dan mengabarkan kepada mereka bahwa anak saudaranya telah berkata begini dan begitu - Jika dia bohong, kita biarkan apa yang ada di atara kalian dan dia. Namun jika benar, maka kalian harus berhenti memboikot dan berbuat semena-mena terhadap kami,"" kata Abu Thalib ""Engkau adil,"" kata mereka Apa yang disampaikan Abu Thalib itu didengar orang-orang dan juga Abu Jahal. Lalu Al-Muth'im bangkit menghampiri piagam dan siap merobeknya. Dia melihat rayap-rayap telah memakan isinya, kecuali penggalan tulisan ""Bismika Allahuma"" (dengan asma-Mu ya Allah), dan setiap bagian yang ada kata ""Allah"", juga tidak termakan rayap. Akhirnya papan piagam itu benar-benar dirobek dan dibatalkan Rasulullah dan para pengikutnya keluar dari perkampungan. Orang-orang musyrik telah melihat satu tanda yang besar dari tanda-tanda nubuwah, tetapi mereka seperti yang diberitahukan Allah, w ""Dan jika mereka (orang-orang musyrik) melihat sesuatu tanda (mukjizat), mereka berpaling dan berkata, ""(ini adalah) sihir yang terus menerus. "" (Al-Qamar: 2) Mereka berpaling dari ayat ini dan kekufuran mereka justru semakin menjadi-jadi.";;;;;
000061-001;61;1;PEMBOIKOTAN SECARA MENYELURUH;Piagam Kezhaliman dan Kesewenang-wenangan;152;"Mereka berkumpul di perkampungan Bani Kinanah untuk membuat kesepakatan bersama menghadapi Bani Hasyim dan Bani Al-Muththalib. Isinya: Larangan menikah, berjual beli, berteman, berkumpul, memasuki rumah berbicara dengan mereka, kecuali jika secara suka rela mereka menyerahkan Muhammad untuk dibunuh. Untuk keperluan ini mereka menulis di atas selembar papan, berisi kesepakatan dan ketetapan untuk tidak menerima perjanjian dari Bani Hasyim dan tidak perlu ambil peduli terhadap keadaan mereka sebelum mereka menyerahkan beliau untuk dibunuh. Ibnul Qayyim berkata, ""Ada yang berpendapat, piagam itu ditulis Manshur bin Ikrimah bin Amir bin Hasyim. Ada pula yang berpendapat dia adalah Nadhr bin Al-Harits. Yang benar, dia adalah Baghidh bin Amir bin Hayim. Rasulullah berdoa untuk kemalangannya, hingga tangannya menjadi lumpuh."" Piagam ini selesai dibuat, lalu papannya digantungkan di tembok bagian dalam Ka'bah. Bani Hasyim dan Bani Al-Muththalib bergabung menjadi satu. yang Mukmin maupun yang kafir, kecuali Abu Lahab. Mereka mulai diisolir di Syi'ib Abu Thalib pada awal bulan Muharram tahun ketujuh dari nubuwah.";;;;;
000063-002;63;2;PEMBOIKOTAN SECARA MENYELURUH;Pembatalan Piagam;153-156;"""Kalau begitu cari orang ketiga agar bisa bergabung bersama kita!"" Lalu Hisyam menemui Al-Muth'im bin Adi. Setelah bertemu dia menyebutkan kerabat-kerabatnya di Bani Hasyim dan Bani Al-Muththalib bin Abdi Manaf serta mengejeknya karena dia menyetujui tindakan orang-orang Quraisy yang sewenang-wenang. ""Celaka engkau,"" kata Al-Muth'im, ""Apa yang bisa kuperbuat, sementara aku hanya sendirian?"" ""Engkau telah mendapatkan orang kedua,"" kata Hisyam. ""Siapa?"" ""Aku sendiri,"" jawab Hisyam ""Kalau begitu cari lagi orang ketiga!"" ""Aku sudah melakukannya."" ""Siapa?"" tanya Al-Muth'im ""Zuhair bin Abu Umayyah,"" jawab Hisyam -Cari lagi orang keempat agar bisa bergabung bersama kita!"" Lalu Hisy am pergi menemui Abul Bakhtari bin Hisyam, dan berkata seperti yang dikatakan kepada Al-Muth'im ""Adakah orang lain yang mendukung rencana ini?"" tanya Abul Bakhtari. ""Ya, ada,"" jawab Hisyam. ""Siapa?"" Tanya Abul Bakhtari. ""Zuhair bin Abu Umayyah, Al-Muth'im bin Adi, aku sendiri dan engkau."" ""Cari lagi orang kelima!"" Lalu dia menemui Zam'ah bin Al-Aswad bin Al-Muththalib bin Asad. berbicara dengannya, menyebutkan kekerabatan dan hak-hak mereka ""Adakah seseorang yang mendukung rencanamu ini?"" ""Ada,"" jawab Hisyam, lalu dia menyebutkan orang-orang di atas. Lalu mereka berkumpul di suatu tempat yang terpencil dan bersepakat untuk membatalkan piagam. ""Aku yang memulai dan aku pula yang pertama berbicara,"" kata Zuhair. Esok harinya mereka pergi ke tempat-tempat yang biasa digunakan untuk pertemuan.";;;;;
000060-001;60;1;PEMBOIKOTAN SECARA MENYELURUH;UNLABELED SECTION;152;Selama empat pekan, tepatnya selama jangka waktu yang relatif singkat, ada empat kejadian besar di mata orang-orang musyrik, yaitu: Hamzah masuk Islam, disusul Umar, Muhammad menolak tawaran mereka dan kesepakatan bersama yang dijalin Bani Al-Muththalib dan Bani Hasyim , yang kafir maupun yang Muslim, untuk melindungi Muhammad . Maka orang-orang musyrik merasa bingung dan memang mereka layak untuk merasa bingung Mereka sadar, jika darah Muhammad tumpah karena ulah mereka, maka Makkah pasti akan digenangi darah manusia dan bahkan bisa membinasakan mereka semua. Karena menyadari hal ini, mereka beralih ke bentuk kezhaliman lain yang bukan pembunuhan, tetapi dengan sasaran yang sama.;;;;;
000063-005;63;5;PEMBOIKOTAN SECARA MENYELURUH;Pembatalan Piagam;153-156;""" (Al-Qamar: 2) Mereka berpaling dari ayat ini dan kekufuran mereka justru semakin menjadi-jadi. 102 Thawaf mengelilingi Ka'bah 102 Kami himpun beberapa bagian dari Shahihul-Bukhari, bab Nuzulun Nabi min Makkah, 1/216; Zadul-Ma'ad, 2/46; Sirah An-Nabawiyah, Ibnu Hisyam, 1/350-351, 374-377, dan beberapa referensi lainnya, yang satu dengan yang lain ada sedikit perbedaan, lalu kami ambil mana yang lebih kuat, setelah membuat perbandingan-perbandingan dengan yang lain.";;;;;
000062-001;62;1;PEMBOIKOTAN SECARA MENYELURUH;Tiga Tahun di Kaum Abu Thalib;153;Pemboikotan itu benar-benar ketat. Cadangan dan bahan makanan sudah habis. Sementara orang-orang musyrik tidak membiarkan bahan makanan yang masuk ke Makkah atau barang yang hendak dijual melainkan mereka langsung memborong semuanya, hingga keadaan Bani Hasyim dan Bani Al-Muththalib benar-benar mengenaskan dan kelaparan. Akhirnya mereka hanya bisa memakan dedaunan dan kulit binatang. Tidak jarang terdengar suara para wanita dan anak- anak yang merintih karena kelaparan dari kaum perkampungan Abu Thalib Kalaupun ada bahan makanan yang bisa masuk, maka itu dilakukan dengan cara sembunyi-sembunyi, dan mereka tidak bisa keluar dari perkampungan untuk membeli segala keperluan kecuali pada bulan-bulan suci. Mereka bisa membeli bahan kebutuhan dari kafilah yang datang dari luar Makkah. Tetapi jika sudah jatuh ke tangan penduduk Makkah, harganya melambung tinggi, sehingga mereka tidak sanggup membelinya Hakim bin Hizam pernah membawa gandum untuk diberikan kepada bibinya, Khadijah , namun Abu Jahal yang memergokinya menggondeli untuk mencegahnya. Lalu Abul Bakhtari datang untuk melerai keduanya, hingga Hakim bisa membawa gandum itu untuk diberikan kepada bibinya. Sementara itu, Abu Thalib selalu khawatir terhadap keadaan Rasulullah Jika semua orang sudah berbaring di tempat tidurnya, maka dia menyuruh beliau untuk tidur di atas tempat tidurnya, sehingga dia bisa tahu jika ada seseorang yang hendak menikam beliau secara sembunyi-sembunyi.;;;;;
000063-001;63;1;PEMBOIKOTAN SECARA MENYELURUH;Pembatalan Piagam;153-156;"Genap tiga tahun keadaan berialan seperti itu. Pada bulan Muharram tahun kesepuluh dari papan sudah terkoyak dan isinya terhapus. Sebenarnya orang-orang Quraisy sendiri terbagi antara yang setuju dan tidak setuju terhadap pemberlakuan piagam tersebut. Maka orang-orang yang tidak menyetujuinya berusaha untuk membatalkannya. 101 Buktinya, karena Abu Thalib meninggal enam bulan setelah pembatalan piagam, tepatnya pada bulan Rajab. Kalaupun ada yang berpendapat bahwa dia meninggal dunia pada bulan Ramadhan, berarti meninggalnya itu selang delapan bulan setelah pembatalan piagam. Yang melakukan hal itu adalah Hisyam bin Amr dari Bani Amir bin Lu'ay. Dia biasa berhubungan dengan Bani Hasyim pada malam hari sambil membawakan makanan untuk mereka. Dia menemui Zuhair bin Abu Umayyah Al-Makhzumi (ibunya adalah Atikah, putri Abdul Muththalib). Hisyam berkata kepadanya, ""Wahai Zuhair, engkau enak-enakan menikmati makanan dan minuman, sementara engkau juga tahu apa yang menimpa paman-pamanmu.' ""Celaka engkau,"" kata Zuhair,""Apa yang bisa kuperbuat, sementara aku hanya sendirian? Demi Allah, andaikata aku didukung orang lain, piagam itu tentu sudah kubatalkan."" ""Engkau sudah mendapatkan orang itu,"" kata Hisyam. ""Siapa?"" Tanya Zuhair. ""Aku sendiri,"" jawab Hisyam. ""Kalau begitu cari orang ketiga agar bisa bergabung bersama kita!"" Lalu Hisyam menemui Al-Muth'im bin Adi.";;;;;
000062-002;62;2;PEMBOIKOTAN SECARA MENYELURUH;Tiga Tahun di Kaum Abu Thalib;153;Sementara itu, Abu Thalib selalu khawatir terhadap keadaan Rasulullah Jika semua orang sudah berbaring di tempat tidurnya, maka dia menyuruh beliau untuk tidur di atas tempat tidurnya, sehingga dia bisa tahu jika ada seseorang yang hendak menikam beliau secara sembunyi-sembunyi. Jika semua orang sudah tidur, dia menyuruh salah seorang anak, saudara atau kerabatnya untuk tidur bersama beliau, juga memerintahkan sebagian di antara mereka untuk membawa serta tempat tidurnya. Tetapi Rasulullah bersama orang-orang Muslim tetap keluar pada masa musim haji untuk menemui orang-orang yang menyeru kepada Islam.;;;;;
000063-003;63;3;PEMBOIKOTAN SECARA MENYELURUH;Pembatalan Piagam;153-156;"Esok harinya mereka pergi ke tempat-tempat yang biasa digunakan untuk pertemuan. Dengan mengenakan jubah, Zuhair melakukan thawaf tujuh kali mengelilingi Ka'bah, lalu berdiri menghadap ke arah orang-orang seraya berkata, ""Wahai semua penduduk Makkah, kita bisa menikmati makanan dan mengenakan pakaian, sementara Bani Hasyim binasa, tidak diperkenankan berjual beli. Demi Allah, aku tidak akan duduk kecuali setelah piagam yang zhalim dan kejam itu dirobek."" Abu Jahal yang berada di bagian pojok masjid berkata, ""Engkau pendusta Demi Allah, piagam itu tidak boleh dirobek."" ""Engkau jauh lebih pendusta,"" kata Zam'ah bin Al-Aswad, ""Sebenarnya dulu pun kami tidak rela saat piagam itu ditulis."" ""Benar apa yang dikatakan Zam' ah,"" kata Abul Bakhtari, ""Dulu kami tidak rela terhadap penulisan piagam itu dan kami juga tidak ikut menetapkannya."" ""Benar apa yang dikatakan Zam'ah,"" kata Abul Bakhtari. Dulu kami tidak rela terhadap piagam itu dan kami juga tidak ikut menetapkannya."" ""Kalian berdua benar,"" kata Al-Muth'im bin Adi, ""dan siapa yang berkata selain itu dusta. Kami menyatakan kepada Allah untuk membebaskan diri dari piagam itu dan apa yang terulis di dalamnya. ""Pasti hal ini sudah diputuskan malam tadi dan kalian berembug di tempat terpencil,"" kata Abu Jahal. Saat itu Abu Thalib hanya duduk di pojok masjid. Dia merasa perlu menemui mereka, karena Allah telah mengisyaratkan kepada Rasul-Nya masalah piagam ini, dan juga sudah mengutus rayap untuk memakan papan piagam itu.";;;;;
000339-006;339;6;PENGIRIMAN DUTA DAN SATUAN PERANG SEPULANG DARI PENAKLUKAN MAKKAH;Pengiriman Satuan Pasukan;553-557;"""Tidak,"" jawab Adi. Beliau bersabda, ""Sesungguhnya orang-orang Yahudi adalah mereka yang mendapat murka dan orang-orang Nashrani adalah mereka yang sesat."" ""Aku adalah orang Muslim yang lurus,"" kata Adi bin Hatim dan seketika itu wajahnya berseri-seri. Rasulullah memerintahkan agar dia menginap di salah satu rumah milik orang Anshar. Setiap pagi dan sore beliau menjenguknya. Dalam riwayat Ibnu Ishaq dari Adi bin Hatim disebutkan bahwa Nabi bertanya kepadanya, ""Bukankah dulu engkau termasuk sekte Rukusiyah?' Dia menjawab, ""Begitulah."" ""Bukankah engkau dulu berada di tengah kaummu dengan mengambil seperempat harta rampasan yang diperoleh?"" ""Begitulah,"" jawabnya. ""Yang seperti itu tidak diperkenankan dalam agamamu."" ""Baiklah, demi Allah."" Adi bin Hatim menuturkan, ""Dengan begitu tahulah aku bahwa memang beliau adalah nabi yang diutus, bisa mengetahui apa yang sebenarnya tidak beliau ketahui."" Dalam riwayat Ahmad disebutkan, Nabi bersabda, ""Wahai Adi, masuklah Islam niscaya engkau akan selamat."" Kujawab, ""Sesungguhnya aku sudah memeluk suatu agama."" ""Aku lebih mengetahui agamamu daripada dirimu sendiri,"" sabda beliau. ""Engkau lebih mengetahui agamaku daripada diriku sendiri?"" ""Benar. Bukankah engkau termasuk sekte Rukusiyah dan engkau meng- ambil seperempat bagian dari harta rampasan yang diperoleh kaummu?"" ""Begitulah,"" jawabku.";;;;;
000338-001;338;1;PENGIRIMAN DUTA DAN SATUAN PERANG SEPULANG DARI PENAKLUKAN MAKKAH;Petugas yang Mengurusi Sedekah;552-553;Seperti yang kita ketahui dari uraian di atas, kepulangan Rasulullah ke Madinah adalah pada hari-hari terakhir tahun 8 H. Maka beberapa hari kemudian muncul hilal bulan Muharram tahun 9 H. Pada saat itu beliau mengirim beberapa petugas untuk mengurus sedekah ke berbagai kabilah. Inilah daftar nama-nama mereka: 1. Uyainah bin Hishn ke Bani Tamim 2. Yazid bin Al-Hushain ke Aslam dan Ghifar 3. Abbad bin Bisyr ke Sulaim dan Muzainah 4. Rafi' bin Mukaits ke Juhainah 5. Amru bin Al-Ash ke Bani Fazarah 6. Adh-Dhahak bin Sufyan ke Bani Kilab 7. Basyir bin Sufyan ke Bani Ka'b 8. Ibnul Latibah Al-Uzdi ke Bani Dzubyan 9. Al-Muhajir bin Abu Umayyah ke Shan'a 10. Ziyad bin Lubaid ke Hadramaut 11. Adi bin Hatim ke Tha'i dan Bani Asad 12. Malik bin Nuwairah ke Bani Hanzhalah 13. Az-Zibriqan bin Badr ke sebagian Bani Sa'd 14. Qais bin Ashim ke sebagian Bani Sa'd yang lain 15._ Al-A'la bin Al-Hadhrami ke Al-Bahrain bin Abu Thalib ke Najran untuk mengumpulkan sedekah dan sekaligus jizyah Tetapi tidak semua petugas ini dikirim pada bulan Muharram 9 H. Sebagian di antara mereka ada yang dikirim setelah itu, karena kabilah-kabilah yang mereka datangi juga masuk Islam di kemudian hari setelah itu. Yang pasti, permulaan pengiriman para petugas dan perhatian terhadap masalah ini terjadi pada bulan Muharram 9 H. Hal ini menunjukkan sejauh mana keberhasilan gencatan senjata yang dikukuhkan di Hudaibiyah, hingga setelah penaklukkan Makkah. Manusia masuk Islam secara berbondong-bondong setelah itu;;;;;
000339-004;339;4;PENGIRIMAN DUTA DAN SATUAN PERANG SEPULANG DARI PENAKLUKAN MAKKAH;Pengiriman Satuan Pasukan;553-557;"253 Fathul Bari, 8/59 Rabi'ul Awwal 9 H. Rasulullah mengirimnya bersama 150 orang penunggang kuda dan 150 orang penunggang onta. Beliau menyerahkan bendera hitam dan satu lagi bendera putih. Mereka melancarkan serangan ke perkampungan Hatim pada waktu fajar hingga dapat menghancurkan berhala itu dan juga menawan beberapa orang, mendapatkan rampasan berupa onta dan domba. Di antara para tawanan itu ada saudari Adi bin Hatim, yang saat itu melarikan diri ke Syam. Orang-orang Muslim mendapatkan tiga pedang dan tiga baju besi di gudang Al-Quls. Di tengah perjalanan mereka membagi harta rampasan dan tidak membagi keluarga Hatim yang ditawan. Setelah tiba di Madinah, saudari Adi bin Hatim meminta belas kasihan Rasulullah , seraya berkata, ""Wahai Rasulullah, pelindungku sudah lari entah ke mana dan orang tuaku pun sudah meninggal dunia. Sementara aku hanyalah seorang wanita yang tua, sehingga tidak ada yang bisa diharapkan dariku. Maka bermurah hatilah kepadaku, niscaya Allah akan bermurah hati kepada engkau."" ""Siapakah pelindungmu?"" tanya beliau. .Adi bin Hatim,"" jawabnya. ""Orang yang lari dari Allah dan Rasul-Nya?"" tanya beliau dan setelah itu beliau pergi meninggalkannya.";;;;;
000337-001;337;1;PENGIRIMAN DUTA DAN SATUAN PERANG SEPULANG DARI PENAKLUKAN MAKKAH;UNLABELED SECTION;552;Sepulang dari perjalanan yang cukup lama dan keberhasilan yang sangat gemilang ini, Rasulullah menetap di Madinah untuk menerima kedatangan para utusan, mengirim para petugas dan da'i, menundukkan orang- orang yang masih menyombongkan diri untuk masuk Islam dan tidak mau melihat kenyataan yang sebenarnya. Inilah gambaran singkat tentang pekerjaan beliau dalam masalah ini.;;;;;
000339-007;339;7;PENGIRIMAN DUTA DAN SATUAN PERANG SEPULANG DARI PENAKLUKAN MAKKAH;Pengiriman Satuan Pasukan;553-557;"Bukankah engkau termasuk sekte Rukusiyah dan engkau meng- ambil seperempat bagian dari harta rampasan yang diperoleh kaummu?"" ""Begitulah,"" jawabku. Beliau bersabda, ""Yang seperti itu sebenarnya tidak diperkenankan dalam agamamu."" Beliau selalu mengatakan hal ini hingga akhirnya aku tunduk kepada beliau Al-Bukhari meriwayatkan dari Adi, dia berkata, Selagi kami sedang berad di sisi Nabi , tiba-tiba muncul seorang laki-laki yang mengadukan keadaannya yang miskin. Tak seberapa lama kemudian ada laki-laki lain yang mengadu bahwa dia habis dirampok. Beliau bersabda, ""Wahai Adi, apakah engkau sudah tahu Hirah? Jika umurmu panjang, engkau benar-benar akan melihat seorang wanita yang berada di dalam sekedup, pergi dari Hirah hingga thawaf di Ka'bah. Dia tidak takut siapa pun kecuali Allah semata. Jika umurmu panjang, engkau benar-benar akan melihat seseorang yang keluar sambil membawa segenggam emas atau perak, mencari orang yang mau menerima emasnya itu, dan ternyata dia tidak mendapatkan orang seperti itu."" Di akhir hadits ini Adi berkata, ""Aku benar-benar melihat wanita yang naik sekedup dari Hirah hingga dia dapat thawaf di Ka'bah, tidak takut seorang pun kecuali kepada Allah. Aku juga termasuk orang yang membuka kunci gudang Kisra bin Hurmuz."" Sebuah benteng tua di Dumatul Jandal";;;;;
