source_name;source_label;relation_type;relation_subtype;target_name;target_label;chunk_id;evidence;halaman;frequency;weight;periode_bab
Ibnu Hajar;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000166-001 | 000208-001;"...atakan Ibnul Qayyim di dalam Al-Huda, 2/92. Namun Ibnu Hajar membantah dengan berkata, ""Ini merupakan kesalahan yang sangat mencolok,"" Musa bin Uqbah menegaskan bahwa tak seorang pun penunggang kuda saat Perang Uhud. Kami lebih cenderung kepada pendapat Al-Waqidi,...";329-330 | 374-375;2;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Musa Bin Uqbah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000166-001;"..., ""Ini merupakan kesalahan yang sangat mencolok,"" Musa bin Uqbah menegaskan bahwa tak seorang pun penunggang kuda saat Perang Uhud. Kami lebih cenderung kepada pendapat Al-Waqidi,...";329-330;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Abu Burdah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000166-001;...gaskan bahwa tak seorang pun penunggang kuda saat Perang Uhud. Kami lebih cenderung kepada pendapat Al-Waqidi, bahwa di sana ada kuda milik Rasulullah dan kuda milik Abu Burdah. Lihat Fathul-Bari, 7/350. dari Rafi', karena aku...;329-330;1;0.2;Perang Uhud & Satuan Pasukan Pasca Uhud
An-Nadhr bin Al-Harits;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000171-001;"...entang apa yang menimpa pasukan Quraisy pada saat Perang Badr, yaitu saat pembawa bendera mereka, An-Nadhr bin Al-Harits tertawan. Dia berkata kepada mereka, ""Wahai Bani...";334-335;1;0.5;Perang Badr & Dampaknya
Abu Dujanah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000176-001;"...atilah, matilah!"" Begitu seruan mereka pada waktu Perang Uhud. Abu Dujanah datang menyeruak sambil mengikatkan sorban berwar...";338-340;1;0.4;Perang Uhud & Satuan Pasukan Pasca Uhud
Hamzah bin Abdul Muththalib;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000177-001;"...penuturan yang disampaikan sendiri oleh pembunuh Hamzah, Wahsy bin Harb, ""Sebelumnya aku adalah budak Jubair bin Muth'im. Paman Jubair. Thu'aimah bin Adi terbunuh pada Perang Badr. Pada saat Quraisy pergi ke Uhud, Jubair berkata...";340;1;0.3;Perang Badr & Dampaknya
Wahsy Bin Harb;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000177-001;"...an yang disampaikan sendiri oleh pembunuh Hamzah, Wahsy bin Harb, ""Sebelumnya aku adalah budak Jubair bin Muth'im. Paman Jubair. Thu'aimah bin Adi terbunuh pada Perang Badr. Pada saat Quraisy pergi ke Uhud, Jubair berkata...";340;1;0.3;Perang Badr & Dampaknya
Jubair Bin Muth'Im;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000177-001;"...zah, Wahsy bin Harb, ""Sebelumnya aku adalah budak Jubair bin Muth'im. Paman Jubair. Thu'aimah bin Adi terbunuh pada Perang Badr. Pada saat Quraisy pergi ke Uhud, Jubair berkata...";340;1;0.4;Perang Badr & Dampaknya
Thu'Aimah Bin Adi;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000177-001;...ku adalah budak Jubair bin Muth'im. Paman Jubair. Thu'aimah bin Adi terbunuh pada Perang Badr. Pada saat Quraisy pergi ke Uhud, Jubair berkata...;340;1;0.5;Perang Badr & Dampaknya
Hamzah bin Abdul Muththalib;PERSON;INVOLVED_IN;;Perang Tha'If;EVENT;000177-002;"...ku tidak mempunyai kepentingan lain. Aku membunuh Hamzah dengan tujuan agar aku menjadi orang merdeka. Maka setiba di Makkah, aku pun 176 Sirah An-Nabawiyah, Ibnu Hisyam, 2/69-72; Shahih Al-Bukhari, 2/583. Akhirnya Wahsyi masuk Islam setelah Perang Tha'if dan akhirnya dia dapat membunuh Musailamah Al-Kad...";340;1;0.2;Perang Uhud & Satuan Pasukan Pasca Uhud
Musailamah;PERSON;INVOLVED_IN;;Perang Tha'If;EVENT;000177-002;...khari, 2/583. Akhirnya Wahsyi masuk Islam setelah Perang Tha'if dan akhirnya dia dapat membunuh Musailamah Al-Kadzdzab dengan tombaknya itu pula. Dia juga i...;340;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Musailamah;PERSON;INVOLVED_IN;;Perang Yarmuk;EVENT;000177-002;...lah Perang Tha'if dan akhirnya dia dapat membunuh Musailamah Al-Kadzdzab dengan tombaknya itu pula. Dia juga ikut bergabung dalam Perang Yarmuk melawan pasukan Romawi.;340;1;0.3;Konteks Arab Jahiliyah
Qais Bin Abu Hazim;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000187-005;"...iga puluh sembilan atau tiga puluh lima luka pada Perang Uhud dan jari-jari tangannya putus. Al-Bukhari meriwayatkan dari Qais bin Abu Hazim, dia berkata, ""Kulihat jari-jari tangan Thalhah t...";347-350;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Thalhah Bin Ubaidillah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000187-005 | 000187-006 | 000189-001;"...an Thalhah terpotong, karena melindungi Nabi pada Perang Uhud. At-Tirmidzi meriwayatkan bahwa saat itu Nabi bersabda tentang diri Thalhah, ""Barangsiapa ingin melihat orang mati syahid yang berjalan di muka bumi, maka hendaklah dia melihat Thalhah bin Ubaidillah."" Abu Dawud Ath-Thayalisi meriwayatkan dari Aisya...";347-350 | 351;3;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Ibnu Hibban;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000188-001;"...adalah rekan beliau di gua, Abu Bakar Ash-Shiddiq Ibnu Hibban meriwayatkan di dalam Shahih-nya, dari Aisyah, dia berkata. ""Abu Bakar Ash-Shidddiq berkata,'Pada waktu Perang Uhud semua orang hendak menghampiri Rasulullah . Aku a...";350-351;1;0.2;Perang Uhud & Satuan Pasukan Pasca Uhud
Abu Bakar Ash-Shidddiq;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000188-001;"...n di dalam Shahih-nya, dari Aisyah, dia berkata. ""Abu Bakar Ash-Shidddiq berkata,'Pada waktu Perang Uhud semua orang hendak menghampiri Rasulullah . Aku a...";350-351;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Ali bin Abu Thalib;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000189-001;"...lam lubang yang sengaja dibuat Abu Amir si Fasik. Ali segera meraih tangan beliau, lalu Thalhah bin Ubaidillah merangkulnya hingga beliau bisa berdiri lagi Naf' bin Jubair berkata, ""Aku mendengar ada seseorang dari Muhajirin berkata, Aku ikut dalam Perang Uhud. Kulihat bagaimana anak panah melesat dari segala...";351;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Naf' Bin Jubair;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000189-001;"...llah merangkulnya hingga beliau bisa berdiri lagi Naf' bin Jubair berkata, ""Aku mendengar ada seseorang dari Muhajirin berkata, Aku ikut dalam Perang Uhud. Kulihat bagaimana anak panah melesat dari segala...";351;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Abdullah Bin Syihab;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000189-001;...seseorang dari Muhajirin berkata, Aku ikut dalam Perang Uhud. Kulihat bagaimana anak panah melesat dari segala arah, tertuju kepada Rasulullah . Namun semua anak panah itu sama sekali tidak mengenai beliau. Kulihat Abdullah bin Syihab Az-Zuhri berkata saat itu, Tunjukkan kepadaku di...;351;1;0.2;Perang Uhud & Satuan Pasukan Pasca Uhud
Abu Thalhah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000190-001 | 000192-002;"...hkan tidak pernah ada tandingannya dalam sejarah. Abu Thalhah menjadikan dirinya sebagai pagar di hadapan Rasulullah . Dia membusungkan dadanya menerima hujaman anak panah yang dilontarkan musuh karena hendak melindungi beliau Anas berkata, ""Pada saat Perang Uhud, musuh memusatkan serangan terhadap Rasulullah ,...";351-353 | 353-355;2;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Umar bin Al-Khaththab;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000196-002;"...uhi geribanya, lalu maju lagi untuk memberi minum Umar berkata, ""Ummu Sulaith memberikan geriba kepada kami pada waktu Perang Uhud."" Di antara para wanita itu ada juga Ummu Aiman....";357-358;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Ummu Sulaith;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000196-002;"...lalu maju lagi untuk memberi minum Umar berkata, ""Ummu Sulaith memberikan geriba kepada kami pada waktu Perang Uhud."" Di antara para wanita itu ada juga Ummu Aiman....";357-358;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Ummu Aiman;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000196-002;"...Sulaith memberikan geriba kepada kami pada waktu Perang Uhud."" Di antara para wanita itu ada juga Ummu Aiman. Saat dia melihat orang- orang Muslim lari kocar-...";357-358;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Uhud;EVENT;OCCURRED_ON;;Hari Sabtu;TIME;000199-003;"...hudi dari Bani Tsa'labah. Namanya Mukhairiq. Saat Perang Uhud itu dia berkata kepada kaumnya, ""Wahai semua orang Yahudi, demi Allah, kalian sudah tahu bahwa membantu Muhammad saat ini merupakan kewajiban bagi kalian."" Mereka berkata, ""Hari ini adalah hari Sabtu."" Hari Sabtu adalah hari besar dan suci bagi oran...";360-362;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Mush'ab bin Umair;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000202-001;"...Muththalib. Ketika dikabarkan kematian suaminya, Mush'ab bin Umair, maka dia menjerit dengan suara keras Saat itu beliau bersabda, ""Sesungguhnya suami wanita itu mempunyai tempat tersendiri di hatinya."" Di tengah perjalanan beliau juga berpapasan dengan seorang wanita dari Bani Dinar, yang suami, saudaranya dan ayahnya terbunuh dalam Perang Uhud. Saat orang-orang memberitahukan kematian mereka,...";365-367;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Ummu Fulan;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000202-001;"...yang suami, saudaranya dan ayahnya terbunuh dalam Perang Uhud. Saat orang-orang memberitahukan kematian mereka, wanita ini justru bertanya, "" Lalu apa yang terjadi pada diri Rasulullah ?"" ""Beliau baik-baik saja wahai Ummu Fulan. Beliau membawa puji bagi Allah seperti yang engk...";365-367;1;0.2;Perang Uhud & Satuan Pasukan Pasca Uhud
Ummu Sa'D;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000202-002;"...z, anaknya yang lain berusaha menghiburnya. Namun Ummu Sa'd berkata kepada Rasulullah. ""Selagi kulihat engkau selamat, maka musibah yang menimpa kuanggap ringan."" Kemudian beliau berdoa untuk keluarga para korban Perang Uhud Lalu beliau bersabda, ""Wahai Ummu Sa'd, bergembir...";365-367;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Uhud;EVENT;OCCURRED_ON;;Hari Ahad;TIME;000206-001;"...jar musuh. Ini terjadi pada keesokan hari setelah Perang Uhud, tepatnya hari Ahad tanggal 8 Syawwal 3 H. Beliau bersabda, ""Yang bol...";368-373;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Uhud;EVENT;OCCURRED_ON;;Tanggal 8 Syawwal;TIME;000206-001;"...jar musuh. Ini terjadi pada keesokan hari setelah Perang Uhud, tepatnya hari Ahad tanggal 8 Syawwal 3 H. Beliau bersabda, ""Yang boleh bergabung bersa...";368-373;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Abdullah bin Ubay bin Salul;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000206-001;"...alah orang- orang yang sebelumnya bergabung dalam Perang Uhud."" ""Bagaimana jika aku ikut bersamamu?"" tanya Abdullah bin Ubay pimpinan orang-orang munafik. ""Tidak,"" jawab beli...";368-373;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Jabir bin Abdullah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000206-001;"...da beliau karena orang-orang yang bergabung dalam Perang Uhud banyak yang terluka, dan beliau mengizinkan mereka. Jabir bin Abdullah juga meminta izin seraya berkata, ""Wahai Rasulull...";368-373;1;0.3;Perang Uhud & Satuan Pasukan Pasca Uhud
Abu Azzah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000206-005;"...bantu seorang pun untuk memerangi beliau. Rupanya Abu Azzah ingkar janji, karena dia membangkitkan semangat orang-orang Quraisy dengan syair-syairnya untuk memerangi beliau dan orang- orang Muslim, dan bahkan ikut bergabung bersama pasukan Quraisy dalam Perang Uhud. Setelah tertangkap, dia berkata, ""Wahai Muhammad...";368-373;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Mu'Awiyah Bin Al-Mughirah Bin Abul Ash;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000206-006;...ma kepada salah seorang mata- mata Quraisy, yaitu Mu'awiyah bin Al-Mughirah bin Abul Ash, kakek Abdul Malik bin Marwan dari garis ibunya. Hal ini bermula dari inisiatif Mu awiyah untuk menemui keponakannya, Utsman bin Affan $% setelah orang-orang Quraisy kembali dari Perang Uhud. Lalu Utsman meminta perlindungan keamanan baginy...;368-373;1;0.2;Perang Uhud & Satuan Pasukan Pasca Uhud
Abdul Malik Bin Marwan;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000206-006;...itu Mu'awiyah bin Al-Mughirah bin Abul Ash, kakek Abdul Malik bin Marwan dari garis ibunya. Hal ini bermula dari inisiatif Mu awiyah untuk menemui keponakannya, Utsman bin Affan $% setelah orang-orang Quraisy kembali dari Perang Uhud. Lalu Utsman meminta perlindungan keamanan baginy...;368-373;1;0.2;Perang Uhud & Satuan Pasukan Pasca Uhud
Utsman bin Affan;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000206-006;...i inisiatif Mu awiyah untuk menemui keponakannya, Utsman bin Affan $% setelah orang-orang Quraisy kembali dari Perang Uhud. Lalu Utsman meminta perlindungan keamanan baginy...;368-373;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Abu Sufyan bin Harb;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000206-008 | 000215-002 | 000216-001 | 000385-003;...kin kuat setelah kita tahu keputusan yang diambil Abu Sufyan, karena dia mengetahui Rasulullah dan pasukan Muslimin menyusulnya hingga tiba di Hamra'ul Asad. Jadi Perang Uhud ini merupakan peperangan yang tidak tuntas, masin...;368-373 | 385-386 | 387 | 613-618;4;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
As'ad bin Zurarah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000209-001;...abut eksistensinya. Belum genap dua bulan setelah Perang Uhud, Bani As'ad sudah menggelar persiapan untuk menyerang Madinah...;376-377;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Uhud;EVENT;OCCURRED_ON;;Bulan Rabi'Ul Awwal 4 H;TIME;000209-001;...senantiasa memperlihatkan permusuhan, hingga pada bulan Rabi'ul Awwal 4 H mereka melakukan konspirasi untuk membunuh Muhammad Bani Ghathan juga ikut-ikut latah untuk menyerang Madinah pada bulan Jumadil Ula Angin yang berhembus dari arah orang-orang mukmin seusai Perang Uhud menyebabkan mereka dikepung dari segala penjuru....;376-377;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Uhud;EVENT;OCCURRED_ON;;Bulan Jumadil Ula;TIME;000209-001;...juga ikut-ikut latah untuk menyerang Madinah pada bulan Jumadil Ula Angin yang berhembus dari arah orang-orang mukmin seusai Perang Uhud menyebabkan mereka dikepung dari segala penjuru....;376-377;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Abu Salamah bin Abdul Asad;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000210-001;...infeksi pada luka yang didapatakannya pada waktu Perang Uhud, tak lama kemudian Abu Salamah meninggal dunia;377;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Uhud;EVENT;OCCURRED_ON;;Bulan Muharram 4 H;TIME;000210-001;...rang. Peristiwa ini terjadi tepat munculnya hilal bulan Muharram 4 H. Karena ada infeksi pada luka yang didapatakannya pada waktu Perang Uhud, tak lama kemudian Abu Salamah meninggal dunia;377;1;0.3;Perang Uhud & Satuan Pasukan Pasca Uhud
Zaid bin Haritsah;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000212-002 | 000212-004;...nolak, akhirnya orang itu dibunuh. Mereka membawa Zaid dan Khubaib ke Makkah dan menjualnya disana Padahal pada waktu Perang Badr, keduanya telah menghabisi sekian banyak para ban...;377-379;2;0.5;Perang Badr & Dampaknya
Hujair Bin Abu Ihab;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000212-002;...e Makkah dan menjualnya disana Padahal pada waktu Perang Badr, keduanya telah menghabisi sekian banyak para bangsawan Quraisy. Khubaib ditahan di Makkah dan dimasukan ke dalam penjara setelah dibeli Hujair bin Abu Ihab At-Tamimi, namun kemudian mereka sepakat untuk me...;377-379;1;0.2;Perang Badr & Dampaknya
Amr Bin Umayyah;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000212-003;...apa orang untuk menjaga jasadnya. Kemudian muncul Amr bin Umayyah Adh-Dhamiri dan pada malam harinya dia dapat mengakali para penjaga, lalu membawa jasadnya untuk dikuburkan. Yang menangani eksekusi terhadap Khubaib adalah Uqbah bin Al-Harits, yang pada waktu Perang Badr, Khubaib telah membunuh ayahnya Uqbah. Di dalam A...;377-379;1;0.2;Perang Badr & Dampaknya
Uqbah Bin Al-Harits;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000212-003;.... Yang menangani eksekusi terhadap Khubaib adalah Uqbah bin Al-Harits, yang pada waktu Perang Badr, Khubaib telah membunuh ayahnya Uqbah. Di dalam A...;377-379;1;0.5;Perang Badr & Dampaknya
Zaid bin Ad-Dastinah;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000212-004;...Makkah saat itu tidak ada buah anggur. Sedangkan Zaid bin Ad-Datsinah dibeli Shafwan bin Umayyah, lalu dibunuhnya karena Zaid telah membunuh ayahnya Orang-orang Quraisy mengirim utusan untuk mendatangi jasad Ashim dan memotong sebagian tubuhnya, agar mereka dapat benar-benar meyakini kematiannya, karena Ashim telah membunuh sekian banyak pemuka dan bangsawan Quraisy pada waktu Perang Badr. Namun Allah mengutus sekumpulan lebah yang melin...;377-379;1;0.5;Perang Badr & Dampaknya
Ka'B Bin Zaid Bin An-Najjar;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000213-002;...mbunuh tanpa ada seorang pun yang tersisa, selain Ka'b bin Zaid bin An-Najjar. Dia pura-pura mati terkena tombak di tengah-tengah rekannya yang sudah mati, hingga dia bisa selamat dan tetap hidup sampai meletus Perang Khandaq.;380-382;1;0.2;Perang Khandaq hingga Bani Mushthaliq
Amr Bin Umayyah;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000213-003;...a dia bisa selamat dan tetap hidup sampai meletus Perang Khandaq. Sementara itu Amr bin Umayyah Adh-Dhamiri dan Al-Mundzir bin Uqbah bin Amir yan...;380-382;1;0.4;Perang Khandaq hingga Bani Mushthaliq
Al-Mundzir Bin Uqbah Bin Amir;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000213-003;...a dia bisa selamat dan tetap hidup sampai meletus Perang Khandaq. Sementara itu Amr bin Umayyah Adh-Dhamiri dan Al-Mundzir bin Uqbah bin Amir yang sedang menggembalakan ternak orang-orang Mus...;380-382;1;0.4;Perang Khandaq hingga Bani Mushthaliq
Amr Bin Umayyah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000213-003;...n budak wanita yang mengaku dulunya milik ibunya. Amr bin Umayyah pergi ke Madinah hendak menemui Rasulullah membawa kabar yang menimpa tujuh puluh orang Muslim, dengan korban yang sama dengan Perang Uhud. Hanya saja dalam Perang Uhud mereka jelas pergi...;380-382;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Ka'b bin Al-Asyraf;PERSON;INVOLVED_IN;;Perang Bani Qainuqa;EVENT;000214-001;...ntara mereka dan kaum muslimin, sekalipun setelah Perang Bani Qainuqa' dan terbunuhnya Ka'b bin Al-Asyraf mereka selalu dicekam ketakutan dan lebih memilih...;382-385;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Ka'b bin Al-Asyraf;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000214-001;...ipun setelah Perang Bani Qainuqa' dan terbunuhnya Ka'b bin Al-Asyraf mereka selalu dicekam ketakutan dan lebih memilih diam Tetapi setelah Perang Uhud mereka menjadi lancang, berani menampakkan permus...;382-385;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Bani Nadhir;EVENT;OCCURRED_ON;;Bulan Rabi'Ul Awwal 4 H;TIME;000214-007;...at perang sebagai persediaan perang.f sabilillah. Perang Bani Nadhir ini terjadi pada bulan Rabi'ul Awwal 4 H, bertepatan dengan bulan Agustus 625 M. Allah men...;382-385;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Bani Nadhir;EVENT;OCCURRED_AT;;Madinah;LOCATION;000215-001;...emenangan yang diperoleh orang-orang Muslim dalam Perang Bani Nadhir tanpa pengorbanan apa pun, pengaruh kekuasaan mereka di Madinah semakin kokoh. Saat ini orang-orang munafik juga...;385-386;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Abu Hurairah;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000215-002;...ilangkan terlebih sebelum kaum Muslimin terjun ke Perang Badr (yang kedua). Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam pepe...;385-386;1;0.2;Perang Badr & Dampaknya
Abu Musa;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000215-002;...ilangkan terlebih sebelum kaum Muslimin terjun ke Perang Badr (yang kedua). Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam peperangan itu. P...;385-386;1;0.2;Perang Badr & Dampaknya
Perang Badr;EVENT;OCCURRED_ON;;Bulan Rabi'Ul Awwal;TIME;000215-002;...ilangkan terlebih sebelum kaum Muslimin terjun ke Perang Badr (yang kedua). Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu...;385-386;1;0.3;Perang Badr & Dampaknya
Perang Badr;EVENT;OCCURRED_ON;;Jumadil Ula;TIME;000215-002;...ilangkan terlebih sebelum kaum Muslimin terjun ke Perang Badr (yang kedua). Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari i...;385-386;1;0.2;Perang Badr & Dampaknya
Muhammad;PERSON;INVOLVED_IN;;Perang Dzatur Riqa;EVENT;000215-002 | 000284-001;...n terjun ke Perang Badr (yang kedua). Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula...;385-386 | 493-497;2;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Abu Hurairah;PERSON;INVOLVED_IN;;Perang Dzatur Riqa;EVENT;000215-002 | 000284-001;...n terjun ke Perang Badr (yang kedua). Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam pepe...;385-386 | 493-497;2;0.3;Perang Uhud & Satuan Pasukan Pasca Uhud
Abu Musa;PERSON;INVOLVED_IN;;Perang Dzatur Riqa;EVENT;000215-002 | 000284-001;...n terjun ke Perang Badr (yang kedua). Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam peperangan itu. P...;385-386 | 493-497;2;0.3;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Dzatur Riqa;EVENT;OCCURRED_ON;;Bulan Rabi'Ul Awwal;TIME;000215-002;...n terjun ke Perang Badr (yang kedua). Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu...;385-386;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Dzatur Riqa;EVENT;OCCURRED_ON;;Jumadil Ula;TIME;000215-002;...n terjun ke Perang Badr (yang kedua). Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari i...;385-386;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Muhammad;PERSON;INVOLVED_IN;;Perang Khaibar;EVENT;000215-002 | 000255-001 | 000263-001 | 000282-001 | 000284-001;...Tidak benar Perang Dzatur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam peperangan itu. Padahal Abu Hurairal masuk Islam beberapa hari sebelum Perang Khaibar, dan Abu Musa Al-Asy ari bergabung dengan Nabi di...;385-386 | 470-472 | 476-477 | 492 | 493-497;5;1.0;Hudaibiyah & Babak Baru Diplomasi
Abu Hurairah;PERSON;INVOLVED_IN;;Perang Khaibar;EVENT;000215-002 | 000284-001;...a bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam peperangan itu. Padahal Abu Hurairal masuk Islam beberapa hari sebelum Perang Khaibar, dan Abu Musa Al-Asy ari bergabung dengan Nabi di...;385-386 | 493-497;2;0.5;Hudaibiyah & Babak Baru Diplomasi
Abu Musa;PERSON;INVOLVED_IN;;Perang Khaibar;EVENT;000215-002 | 000284-001;...wwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam peperangan itu. Padahal Abu Hurairal masuk Islam beberapa hari sebelum Perang Khaibar, dan Abu Musa Al-Asy ari bergabung dengan Nabi di...;385-386 | 493-497;2;0.5;Hudaibiyah & Babak Baru Diplomasi
Perang Khaibar;EVENT;OCCURRED_AT;;Khaibar;LOCATION;000215-002 | 000255-004 | 000278-001;...al Abu Hurairal masuk Islam beberapa hari sebelum Perang Khaibar, dan Abu Musa Al-Asy ari bergabung dengan Nabi di Khaibar. Jadi Perang Dzatur Riqa' terjadi setelah Perang...;385-386 | 470-472 | 489-490;3;0.5;Hudaibiyah & Babak Baru Diplomasi
Perang Khaibar;EVENT;OCCURRED_ON;;Bulan Rabi'Ul Awwal;TIME;000215-002;...ur Riqa' yang dikomandani Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam peperangan itu. Padahal Abu Hurairal masuk Islam beberapa hari sebelum Perang Khaibar, dan Abu Musa Al-Asy ari bergabung dengan Nabi di...;385-386;1;0.2;Hudaibiyah & Babak Baru Diplomasi
