source_name;source_label;relation_type;relation_subtype;target_name;target_label;chunk_id;evidence;halaman;frequency;weight;periode_bab
Qushay;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin K...;73-74;1;0.55;
Zaid bin Haritsah;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin...;73-74;1;0.55;
Kilab;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin...;73-74;1;0.55;
Murrah;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang...;73-74;1;0.55;
Ka'b bin Malik;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Q...;73-74;1;0.55;
Lu'ay;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan...;73-74;1;0.55;
Ghalib;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cika...;73-74;1;0.55;
Fihr;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal na...;73-74;1;0.55;
Quraisy;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik,...;73-74;1;0.55;
Malik;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, b...;73-74;1;0.55;
An-Nadhr;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah,...;73-74;1;0.55;
Qais;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang...;73-74;1;0.55;
Kinanah;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir)...;73-74;1;0.55;
Khuzaimah;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin...;73-74;1;0.55;
Mudrikah;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Ni...;73-74;1;0.55;
Amir;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin...;73-74;1;0.55;
Ilyas;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedu...;73-74;1;0.55;
Mudhar;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan...;73-74;1;0.55;
Nizar;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya...;73-74;1;0.55;
Abdullah;PERSON;KELUARGA;anak;Ma'ad;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin...;73-74;1;0.55;
Bagian;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin...;73-74;1;0.55;
Udad;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, b...;73-74;1;0.55;
Hamaisa';PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, bin Qimwal, bin...;73-74;1;0.55;
Salaman;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, bin Qimwal, bin Ubay, bin Aw...;73-74;1;0.55;
Aush;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, bin Qimwal, bin Ubay, bin Awwam, bin N...;73-74;1;0.55;
Bauz;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, bin Qimwal, bin Ubay, bin Awwam, bin Nasyid, bin...;73-74;1;0.55;
Qimwal;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, bin Qimwal, bin Ubay, bin Awwam, bin Nasyid, bin Haza, bin B...;73-74;1;0.55;
Ubay;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, bin Qimwal, bin Ubay, bin Awwam, bin Nasyid, bin Haza, bin Baldas, bin...;73-74;1;0.55;
Awwam;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, bin Qimwal, bin Ubay, bin Awwam, bin Nasyid, bin Haza, bin Baldas, bin Yadlaf, bi...;73-74;1;0.55;
Nasyid;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, bin Qimwal, bin Ubay, bin Awwam, bin Nasyid, bin Haza, bin Baldas, bin Yadlaf, bin Thabikh, b...;73-74;1;0.55;
Haza;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, bin Qimwal, bin Ubay, bin Awwam, bin Nasyid, bin Haza, bin Baldas, bin Yadlaf, bin Thabikh, bin Jahim,...;73-74;1;0.55;
Baldas;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, bin Qimwal, bin Ubay, bin Awwam, bin Nasyid, bin Haza, bin Baldas, bin Yadlaf, bin Thabikh, bin Jahim, bin Nahisy,...;73-74;1;0.55;
Yadlaf;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, bin Qimwal, bin Ubay, bin Awwam, bin Nasyid, bin Haza, bin Baldas, bin Yadlaf, bin Thabikh, bin Jahim, bin Nahisy, bin Makhi, b...;73-74;1;0.55;
Thabikh;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, bin Qimwal, bin Ubay, bin Awwam, bin Nasyid, bin Haza, bin Baldas, bin Yadlaf, bin Thabikh, bin Jahim, bin Nahisy, bin Makhi, bin Aidh, bin...;73-74;1;0.55;
Jahim;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, bin Qimwal, bin Ubay, bin Awwam, bin Nasyid, bin Haza, bin Baldas, bin Yadlaf, bin Thabikh, bin Jahim, bin Nahisy, bin Makhi, bin Aidh, bin Abqar, bin...;73-74;1;0.55;
Nahits;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, bin Qimwal, bin Ubay, bin Awwam, bin Nasyid, bin Haza, bin Baldas, bin Yadlaf, bin Thabikh, bin Jahim, bin Nahisy, bin Makhi, bin Aidh, bin Abqar, bin Ubaid, bin A...;73-74;1;0.55;
Makhi;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, bin Qimwal, bin Ubay, bin Awwam, bin Nasyid, bin Haza, bin Baldas, bin Yadlaf, bin Thabikh, bin Jahim, bin Nahisy, bin Makhi, bin Aidh, bin Abqar, bin Ubaid, bin Ad-Da'a, bin...;73-74;1;0.55;
Aidh;PERSON;KELUARGA;anak;Abdullah;PERSON;000016-001;...ga bagian tersebut. Bagian pertama: Muhammad, bin Abdullah bin Abdul Muththalib (yang namanya Syaibah), bin Hasyim (yang namanya Amru), bin Abdu Manaf (yang namanya Al-Mughirah), bin Qushay (yang namanya Zaid), bin Kilab, bin Murrah, bin Ka'b, bin Lu'ay, Bin Ghalib, bin Fihr (yang berjuluk Quraisy dan menjadi cikal bakal nama kabilah), bin Malik, bin An-Nadhr (yang namanya Qais), bin Kinanah, bin Khuzaimah, bin Mudrikah (yang namanya Amir) bin Ilyas, bin Mudhar, bin Nizar, bin Ma'ad bin Bagian kedua: Adnan dan seterusnya, yaitu bin Udad, bin Hamaisa', bin Salaman, bin Aush, bin Bauz, bin Qimwal, bin Ubay, bin Awwam, bin Nasyid, bin Haza, bin Baldas, bin Yadlaf, bin Thabikh, bin Jahim, bin Nahisy, bin Makhi, bin Aidh, bin Abqar, bin Ubaid, bin Ad-Da'a, bin Hamdan, b...;73-74;1;0.55;
